sex,cur_eco_activity,economic_status,household_position,prev_residence_place,country_birth,age,marital_status,occupation,household_size,citizenship,edu_level
female,138,111,1122,1,1,8,2,1,113,1,5
male,122,111,1122,1,1,10,2,1,114,1,3
female,131,120,1132,1,1,7,1,1,113,1,4
female,131,111,1210,2,1,4,4,1,111,2,5
female,111,111,1122,1,1,10,2,1,125,1,5
male,133,120,1122,1,1,8,2,1,125,1,5
male,122,111,1132,1,1,10,1,1,114,1,5
female,136,111,1122,1,1,7,2,1,114,1,5
male,131,111,1122,2,1,8,2,1,114,1,3
male,138,111,1122,1,1,7,2,1,114,1,4
male,136,120,1122,1,1,8,2,1,114,1,3
male,139,120,1210,1,1,14,1,1,111,1,5
male,133,111,1122,1,1,10,2,1,125,1,3
male,131,111,1122,1,1,12,2,1,113,1,3
female,131,111,1121,1,1,12,2,1,112,1,5
male,136,120,1122,1,1,10,2,1,114,1,5
female,138,111,1122,1,1,8,2,1,114,1,3
female,131,111,1121,1,1,11,2,1,112,1,2
female,131,111,1132,1,1,10,1,1,114,1,2
male,131,111,1210,1,1,8,1,1,111,1,5
male,139,120,1122,1,1,8,2,1,113,1,3
male,131,111,1210,1,1,11,1,1,111,1,5
female,138,111,1122,1,1,9,2,1,114,1,3
female,135,111,1122,1,1,8,2,1,125,1,3
male,131,111,1122,1,1,9,2,1,114,1,3
male,137,111,1122,1,1,7,2,1,113,1,5
female,131,111,1122,1,1,9,2,1,125,1,3
female,138,111,1122,1,1,9,2,1,125,1,3
male,135,112,1110,1,1,8,1,1,113,1,5
female,138,111,1122,1,1,11,2,1,113,1,5
male,131,112,1210,1,1,10,1,1,111,1,4
female,137,111,1122,1,1,8,2,1,125,1,3
female,122,111,1131,1,1,9,1,1,112,1,5
male,136,111,1110,1,1,5,1,1,126,1,5
male,131,111,1121,1,1,10,2,1,112,1,5
female,137,111,1121,1,1,12,2,1,112,1,3
male,135,111,1122,1,1,11,2,1,113,1,3
female,135,111,1210,1,1,8,4,1,111,1,5
female,135,111,1210,1,1,8,1,1,111,1,5
female,134,111,1132,1,1,8,1,1,113,1,5
female,122,111,1132,1,1,10,1,1,114,1,5
female,131,111,1122,1,1,8,2,1,126,1,5
female,135,120,1121,1,1,8,2,1,112,1,5
female,138,111,1122,1,1,10,2,1,125,1,5
female,131,111,1121,1,1,12,2,1,112,1,2
male,122,111,1210,1,1,6,1,1,111,1,5
female,138,111,1122,1,1,9,2,1,113,1,3
male,131,111,1122,1,1,10,2,1,114,1,5
male,131,111,1122,1,1,10,2,1,114,1,3
female,137,111,1121,1,1,13,2,1,112,1,5
female,131,111,1210,1,1,10,4,1,111,1,5
male,131,111,1210,1,1,5,4,1,111,1,3
male,135,120,1210,1,1,6,3,1,111,1,5
male,135,111,1122,1,1,10,2,1,126,1,3
male,137,111,1121,1,1,11,2,1,112,1,1
male,136,111,1121,1,3,11,2,1,112,1,5
male,122,111,1131,1,1,8,1,1,112,1,3
female,138,120,1122,1,1,10,2,1,114,1,3
male,136,111,1131,2,1,8,4,1,112,1,5
female,139,111,1122,1,1,9,2,1,113,2,3
male,122,120,1122,1,1,8,2,1,114,1,3
male,124,120,1121,1,1,11,2,1,112,1,3
male,135,111,1122,1,1,9,2,1,114,1,5
female,135,111,1122,1,1,8,2,1,114,1,5
female,133,111,1122,1,1,10,2,1,113,1,3
male,138,111,1122,1,1,12,2,1,113,1,3
female,136,111,1131,1,1,7,1,1,112,1,5
male,134,111,1122,1,1,7,2,1,113,1,5
female,135,111,1122,1,1,9,2,1,114,1,4
female,137,111,1132,1,1,7,1,1,114,1,3
female,111,120,1122,1,1,7,2,1,113,1,5
female,122,111,1122,1,1,9,2,1,113,1,3
female,135,111,1210,1,1,7,1,1,111,1,5
female,138,111,1122,1,1,8,2,1,113,1,5
female,131,111,1121,1,1,7,2,1,112,1,5
female,133,111,1131,1,1,10,1,1,112,1,5
male,137,111,1210,1,1,10,1,1,111,1,2
female,138,111,1122,1,1,9,2,1,114,1,4
male,135,111,1122,1,1,7,2,1,113,1,3
female,134,111,1210,1,1,6,4,1,111,1,3
female,138,111,1210,1,1,8,4,1,111,1,5
male,138,111,1121,1,1,12,2,1,112,1,3
male,131,111,1121,1,1,12,2,1,112,1,5
female,122,111,1121,1,1,12,2,1,112,1,5
male,122,111,1121,1,1,13,2,1,112,1,5
male,131,120,1122,1,1,9,2,1,126,1,2
female,138,111,1132,1,1,7,1,1,114,1,3
male,135,111,1210,1,1,6,1,1,111,1,5
male,111,120,1122,1,1,11,2,1,113,1,5
female,138,120,1122,1,1,7,2,1,113,1,4
female,135,120,1122,1,1,6,2,1,113,1,5
male,138,111,1122,1,1,11,2,1,114,1,1
female,138,111,1122,1,1,11,2,1,113,1,5
female,138,111,1122,1,1,10,2,1,114,1,5
male,132,111,1122,1,1,10,2,1,114,1,5
male,131,111,1122,1,1,8,2,1,114,1,3
male,122,120,1121,1,1,10,2,1,112,1,2
female,132,111,1121,1,1,11,2,1,112,1,5
male,131,111,1122,1,1,10,2,1,125,1,3
male,135,120,1122,1,1,7,2,1,113,1,5
female,139,111,1121,1,1,7,2,1,112,1,5
female,137,111,1122,1,1,8,2,1,114,1,2
male,124,111,1122,1,1,11,2,1,113,1,5
female,134,111,1122,1,2,6,2,1,113,2,5
female,138,111,1122,1,1,9,2,1,114,1,3
female,135,120,1122,1,1,9,2,1,125,1,3
male,131,111,1122,1,1,10,2,1,114,1,4
female,138,120,1122,1,1,10,2,1,113,1,5
male,135,111,1122,1,1,7,2,1,113,1,3
male,131,111,1122,1,1,11,2,1,114,1,3
male,135,120,1122,2,1,13,2,1,114,1,5
female,131,111,1122,1,1,10,2,1,125,1,5
male,135,111,1132,1,1,9,1,1,114,1,5
male,135,111,1122,1,1,9,2,1,125,1,3
male,135,120,1131,1,1,8,1,1,112,1,5
male,122,111,1121,1,1,9,2,1,112,1,3
female,137,111,1131,1,1,7,1,1,112,1,5
male,131,111,1121,1,1,12,2,1,112,1,3
female,124,111,1121,1,1,10,2,1,112,1,5
female,131,111,1132,1,1,8,1,1,114,1,5
female,131,111,1131,1,1,5,4,1,112,1,3
female,122,111,1121,1,3,11,2,1,112,1,4
female,111,111,1210,1,1,10,1,1,114,1,5
male,133,111,1122,1,1,10,2,1,114,1,5
male,131,111,1122,1,1,12,2,1,113,1,3
male,135,111,1122,1,1,9,2,1,126,1,5
male,122,120,1122,1,1,8,2,1,114,1,3
male,137,111,1121,1,1,13,2,1,112,1,2
female,122,111,1131,2,1,6,1,1,112,2,5
female,138,111,1210,1,1,11,1,1,111,1,2
male,135,120,1122,1,1,8,2,1,114,1,5
male,139,120,1122,1,1,11,2,1,113,1,5
female,138,111,1110,1,1,5,1,1,113,1,3
male,138,111,1121,1,1,8,2,1,112,1,4
male,124,111,1121,1,1,12,2,1,112,1,1
female,135,111,1131,1,1,6,1,1,112,1,3
female,122,111,1132,1,1,7,1,1,113,1,5
male,131,111,1121,1,1,7,2,1,112,1,2
male,135,111,1122,1,1,11,2,1,113,1,3
male,111,111,1210,1,1,6,1,1,111,1,5
male,133,120,1122,1,1,11,2,1,113,1,5
male,131,111,1210,1,1,5,1,1,111,1,3
female,135,111,1131,1,1,7,2,1,114,1,2
female,131,111,1122,1,1,9,2,1,114,1,5
male,131,111,1122,1,1,10,2,1,125,1,5
female,137,111,1131,1,1,6,1,1,112,1,5
male,138,120,1210,1,1,6,4,1,111,1,5
male,139,120,1121,1,3,12,1,1,112,1,5
female,137,111,1140,1,1,7,2,1,113,1,5
male,122,111,1121,1,1,11,2,1,112,1,5
male,138,111,1122,1,1,8,2,1,114,1,5
male,131,111,1121,1,1,11,2,1,112,1,5
female,135,111,1110,1,2,5,1,1,114,2,5
female,135,111,1121,1,1,11,2,1,112,1,5
female,131,111,1210,1,1,7,4,1,111,1,5
male,139,111,1132,1,1,9,2,1,125,1,5
male,137,111,1121,1,1,12,2,1,112,1,5
female,133,111,1122,1,1,7,2,1,113,1,3
male,111,111,1122,1,1,8,2,1,114,1,5
female,111,111,1122,1,1,8,2,1,114,1,3
male,134,120,1122,1,1,10,2,1,114,1,5
male,122,111,1121,1,1,13,2,1,112,1,3
male,131,120,1122,1,1,11,2,1,113,1,4
female,138,111,1122,1,1,10,2,1,113,1,3
male,122,111,1122,1,1,11,2,1,113,1,5
male,131,111,1122,1,1,10,2,1,113,1,5
female,138,111,1220,1,1,5,4,1,114,1,3
male,131,111,1121,1,1,12,2,1,112,1,5
male,136,111,1122,1,1,6,2,1,114,1,2
female,135,111,1122,1,1,10,2,1,113,1,5
male,122,112,1110,1,1,4,1,1,113,1,3
male,131,112,1210,1,3,11,1,1,111,1,5
male,137,111,1122,1,1,8,2,1,114,1,3
female,131,111,1122,1,1,9,2,1,114,1,5
male,135,111,1122,1,1,9,2,1,113,1,3
male,122,111,1210,1,1,6,4,1,111,1,5
female,131,111,1122,1,1,8,2,1,114,1,5
female,138,111,1131,1,1,5,1,1,112,1,5
male,137,111,1122,1,1,8,2,1,125,1,5
male,135,111,1122,1,1,9,2,1,114,1,5
female,139,111,1132,1,1,8,1,1,113,1,5
male,136,111,1122,1,1,7,2,1,114,1,5
female,138,111,1121,1,1,12,2,1,112,1,5
female,135,111,1122,1,2,6,2,1,113,2,5
male,122,111,1132,1,1,8,1,1,114,1,5
male,136,111,1122,1,1,8,2,1,113,1,3
male,133,111,1210,1,1,7,4,1,111,1,5
male,137,120,1121,1,1,11,2,1,112,1,5
female,138,111,1122,1,1,9,2,1,113,1,3
male,132,111,1122,1,1,9,2,1,114,1,5
male,137,111,1121,1,1,12,2,1,113,1,5
male,111,111,1122,1,1,7,2,1,125,1,5
female,136,120,1122,1,1,9,2,1,113,1,5
male,137,111,1122,1,1,9,2,1,114,1,5
female,135,120,1122,1,1,7,2,1,114,1,5
male,133,111,1122,1,1,9,2,1,125,1,5
male,122,111,1121,1,1,12,2,1,112,1,5
female,139,111,1122,1,1,11,2,1,114,1,5
female,135,111,1132,1,1,6,4,1,114,1,2
female,131,111,1210,1,1,10,4,1,111,1,5
female,131,111,1122,1,1,9,2,1,114,1,5
female,131,120,1122,1,1,10,2,1,114,1,5
female,135,111,1122,1,3,10,2,1,114,1,5
male,122,111,1122,1,1,7,2,1,125,1,3
male,139,111,1122,1,1,9,2,1,114,1,5
male,131,111,1122,1,1,7,2,1,113,1,5
female,122,111,1220,1,1,8,4,1,113,1,5
male,122,120,1210,1,1,9,4,1,111,1,5
male,122,111,1131,1,1,6,1,1,112,1,5
male,135,111,1110,1,1,12,1,1,114,1,5
male,124,111,1122,1,1,8,2,1,114,1,5
female,131,111,1122,1,1,9,2,1,114,1,5
male,135,111,1121,1,1,11,2,1,112,1,5
male,132,120,1131,1,1,6,1,1,112,1,5
male,122,120,1110,1,1,6,1,1,113,1,5
female,136,111,1110,1,1,7,1,1,112,1,5
female,131,111,1131,1,1,8,1,1,112,1,3
female,135,111,1122,1,1,9,2,1,114,1,5
female,139,120,1122,1,1,8,2,1,114,1,5
female,133,111,1210,1,1,10,1,1,111,1,5
male,131,111,1131,1,1,6,1,1,112,1,3
male,136,111,1132,1,1,9,3,1,112,1,3
male,131,111,1122,1,1,7,2,1,113,1,3
male,122,111,1131,2,1,6,1,1,112,1,5
female,138,111,1122,1,1,12,2,1,114,1,4
male,136,111,1122,1,1,8,2,1,114,1,5
female,131,120,1122,1,1,6,2,1,114,1,3
male,135,111,1122,1,3,9,2,1,125,1,5
female,137,111,1122,1,1,11,2,1,114,1,5
male,122,111,1121,1,1,11,2,1,112,1,4
female,135,111,1122,1,1,9,2,1,114,1,4
female,137,111,1210,1,1,8,1,1,111,1,5
male,133,111,1110,1,1,7,1,1,112,1,5
male,131,111,1122,1,1,11,2,1,125,1,3
female,139,111,1122,1,1,9,2,1,114,1,5
female,111,111,1122,1,1,11,2,1,126,1,4
male,135,111,1110,1,1,4,1,1,113,1,3
female,122,111,1131,1,1,9,1,1,112,1,3
female,137,111,1122,1,1,9,2,1,113,1,2
female,136,111,1210,1,1,6,1,1,111,1,5
male,136,111,1121,1,1,12,2,1,112,1,5
male,138,111,1121,1,1,11,2,1,112,1,5
male,131,111,1122,1,1,8,2,1,125,1,5
male,139,111,1121,1,1,11,2,1,112,1,3
female,134,111,1122,1,1,7,2,1,113,1,5
male,135,111,1131,1,1,6,4,1,112,1,5
female,135,120,1122,1,1,8,2,1,113,1,5
male,131,111,1122,1,1,8,2,1,114,1,5
male,122,111,1122,1,1,10,2,1,114,1,5
male,136,111,1122,1,1,9,2,1,125,1,5
male,135,111,1122,1,1,8,2,1,114,1,3
female,138,111,1122,1,2,8,2,1,125,2,3
male,139,111,1122,1,1,7,2,1,114,1,3
male,122,111,1121,1,1,13,2,1,112,1,5
male,135,111,1121,1,1,11,2,1,112,1,5
female,135,111,1122,1,1,9,2,1,114,1,5
male,132,111,1122,1,3,8,2,1,114,1,5
female,138,111,1122,1,3,7,2,1,114,1,1
female,138,111,1122,1,1,8,2,1,114,1,5
male,137,120,1110,1,1,4,1,1,125,1,2
female,122,111,1131,1,1,5,1,1,112,1,3
female,133,111,1210,1,1,9,1,1,111,1,5
male,136,120,1110,1,3,7,3,1,112,1,5
female,138,120,1122,1,1,7,2,1,114,1,5
male,137,111,1121,1,1,11,2,1,112,1,4
female,122,111,1121,1,1,11,2,1,112,1,5
female,138,111,1122,1,1,12,2,1,113,1,5
female,138,111,1122,1,1,8,2,1,114,1,5
female,131,111,1122,1,1,8,2,1,114,1,5
female,135,111,1122,1,1,10,2,1,125,1,5
male,131,111,1122,1,1,9,2,1,114,1,3
female,137,120,1121,1,3,12,4,1,112,1,3
male,138,111,1122,1,1,11,2,1,114,1,3
male,135,111,1110,1,1,4,1,1,113,1,2
female,122,120,1122,1,1,8,2,1,114,1,3
female,138,111,1210,1,1,8,1,1,111,1,5
female,138,111,1121,1,1,7,2,1,112,1,5
female,137,111,1122,1,1,7,2,1,125,1,5
female,131,111,1131,1,1,11,1,1,112,1,3
male,124,111,1122,1,1,13,2,1,113,1,5
male,135,111,1122,1,1,8,2,1,125,1,3
male,122,111,1122,1,1,11,2,1,114,1,3
female,138,120,1140,2,1,9,3,1,113,1,5
female,138,120,1122,1,1,9,2,1,126,1,5
male,131,111,1122,1,1,9,2,1,125,1,3
female,138,111,1122,1,1,7,2,1,113,1,3
female,122,111,1121,1,1,12,2,1,112,1,5
female,135,111,1110,1,1,5,1,1,113,1,3
male,134,111,1131,1,1,6,1,1,112,1,2
male,131,111,1121,1,1,7,2,1,112,1,5
male,135,111,1122,1,1,8,2,1,114,1,3
female,131,111,1122,1,1,10,2,1,113,1,3
male,135,111,1122,1,1,10,2,1,126,1,5
male,133,111,1122,1,1,7,2,1,114,1,3
female,138,111,1131,1,1,6,1,1,112,1,5
male,136,111,1122,1,1,9,2,1,125,1,5
male,131,111,1121,1,1,8,2,1,112,1,3
male,137,111,1122,1,1,7,2,1,125,1,5
female,132,111,1140,1,1,12,3,1,112,1,2
male,131,111,1132,1,1,7,1,1,113,1,3
male,122,111,1121,1,1,12,2,1,112,1,5
female,138,111,1140,1,1,8,1,1,114,1,5
female,131,111,1210,1,1,5,4,1,111,1,5
male,131,111,1122,1,1,7,2,1,114,1,2
female,139,111,1122,1,1,11,2,1,113,1,2
male,122,111,1121,1,1,11,2,1,112,1,4
female,132,111,1122,1,1,7,2,1,114,1,5
male,131,111,1122,1,1,7,2,1,113,1,5
male,131,111,1122,1,1,9,2,1,114,1,1
male,134,111,1132,1,1,8,1,1,114,1,4
female,138,111,1122,1,1,7,2,1,113,1,5
male,122,111,1122,1,1,9,2,1,114,1,3
male,131,111,1122,1,1,7,2,1,113,1,5
female,137,111,1140,1,1,8,4,1,112,1,5
male,122,111,1210,1,1,6,1,1,111,1,5
female,137,111,1140,1,1,11,3,1,126,1,5
male,135,111,1122,1,1,7,2,1,113,1,5
female,136,120,1122,1,1,11,2,1,114,1,5
male,134,111,1122,1,1,8,2,1,114,1,4
male,131,111,1121,1,1,7,2,1,112,1,3
female,135,111,1122,1,1,9,2,1,114,1,4
male,136,120,1121,1,1,11,2,1,112,1,5
female,131,111,1122,1,1,7,2,1,113,1,3
male,133,120,1122,1,1,11,2,1,113,1,5
male,131,111,1122,1,1,8,2,1,114,1,5
male,122,111,1121,1,2,11,2,1,112,2,5
male,131,111,1122,1,1,11,2,1,113,1,5
male,124,111,1122,1,1,9,2,1,114,1,5
female,132,111,1140,1,3,8,4,1,113,3,5
male,133,111,1121,1,1,13,2,1,112,1,2
male,134,111,1121,1,1,7,2,1,112,1,5
male,131,111,1122,1,1,8,2,1,113,1,5
male,139,112,1132,1,1,9,1,1,114,1,4
male,135,111,1131,1,3,5,2,1,112,3,1
male,136,111,1121,1,1,11,2,1,112,1,5
male,135,111,1122,1,1,10,2,1,113,1,5
female,135,111,1122,1,1,9,2,1,125,1,5
male,139,111,1122,1,1,10,2,1,114,1,5
male,138,111,1122,1,1,6,2,1,113,1,5
female,136,111,1110,1,1,5,1,1,114,1,4
male,111,111,1122,1,1,10,2,1,114,1,4
male,131,120,1122,1,1,11,2,1,114,1,5
male,124,111,1121,1,1,11,2,1,112,1,5
male,131,111,1122,1,1,9,2,1,125,1,5
female,137,111,1210,1,1,7,1,1,111,1,5
male,132,111,1122,1,1,7,2,1,114,1,3
female,138,111,1122,1,3,9,2,1,114,1,1
male,131,111,1122,1,1,11,2,1,114,1,5
male,135,111,1210,1,1,12,4,1,111,1,5
female,131,111,1122,1,1,9,2,1,125,1,3
female,138,120,1122,1,1,8,2,1,114,1,3
male,124,111,1122,1,1,7,2,1,114,1,5
male,122,111,1210,1,1,6,4,1,111,1,1
male,131,120,1131,1,1,10,4,1,112,1,5
female,137,111,1131,1,1,5,1,1,112,1,2
female,137,111,1131,1,1,6,4,1,112,1,3
female,131,111,1121,1,1,10,2,1,112,1,5
female,137,111,1132,1,1,8,1,1,114,1,5
male,136,111,1121,1,1,12,2,1,112,1,3
male,137,120,1121,1,1,6,2,1,112,1,5
female,137,111,1122,1,1,8,2,1,125,1,3
male,139,111,1122,1,1,7,2,1,113,1,5
female,122,111,1132,1,1,9,4,1,114,1,5
male,131,111,1210,1,1,10,1,1,111,1,5
male,122,111,1131,1,1,6,1,1,112,1,5
male,134,111,1122,1,1,8,2,1,125,1,3
male,136,120,1122,1,1,9,2,1,113,1,3
male,131,111,1121,1,1,10,2,1,112,1,3
male,136,111,1122,1,1,7,2,1,113,1,5
male,135,111,1121,1,1,9,2,1,112,1,2
male,137,111,1132,1,1,7,1,1,113,1,5
male,135,111,1122,1,1,10,2,1,113,1,3
male,136,120,1121,1,1,7,2,1,112,1,5
female,136,111,1210,1,1,11,1,1,111,1,5
female,122,111,1140,1,1,9,4,1,112,1,5
female,131,111,1122,1,1,10,2,1,125,1,5
female,136,111,1122,1,1,8,2,1,114,1,5
female,124,111,1122,1,1,10,2,1,114,1,2
female,139,111,1122,1,1,9,2,1,114,1,5
male,122,111,1210,1,1,7,1,1,111,1,5
female,135,111,1121,1,1,11,2,1,112,1,3
male,135,111,1121,1,1,11,2,1,112,1,2
male,135,120,1122,1,1,10,2,1,113,1,5
female,137,111,1121,1,1,6,2,1,112,1,5
female,137,111,1210,1,1,8,1,1,111,1,3
male,134,111,1121,2,3,11,2,1,112,1,1
female,131,120,1121,1,1,6,2,1,112,1,5
male,122,111,1122,1,1,9,2,1,125,1,5
male,135,120,1121,1,1,13,2,1,112,1,3
male,122,111,1210,1,1,10,1,1,111,1,5
male,137,111,1121,1,1,12,2,1,112,1,5
male,122,111,1122,1,1,11,2,1,114,1,5
male,136,111,1122,1,1,7,2,1,114,1,5
male,124,111,1121,1,1,12,2,1,112,1,5
female,137,111,1110,1,1,5,1,1,113,1,5
female,137,111,1122,1,1,8,2,1,114,1,5
female,132,111,1122,1,1,9,2,1,114,1,5
female,138,111,1140,2,1,5,2,1,111,3,3
male,137,111,1131,2,2,8,1,1,112,2,5
male,111,111,1121,1,1,6,2,1,112,1,5
male,135,120,1110,1,1,7,1,1,112,1,2
female,131,111,1132,1,1,7,1,1,114,1,3
male,135,111,1132,1,1,8,1,1,114,1,3
female,135,111,1122,1,1,8,2,1,114,1,3
female,131,111,1140,1,1,8,2,1,125,1,3
female,136,111,1131,1,1,6,1,1,112,1,3
male,135,111,1122,1,1,11,2,1,113,1,5
female,134,112,1110,1,1,5,1,1,113,1,2
female,138,111,1210,1,3,8,1,1,111,2,3
female,137,111,1122,1,1,6,2,1,126,1,5
male,137,120,1131,2,1,7,1,1,112,1,5
female,124,111,1122,1,1,9,2,1,125,1,4
male,122,111,1122,1,1,8,2,1,114,1,5
female,139,111,1132,2,1,15,3,1,126,1,4
male,135,111,1132,1,1,11,1,1,114,1,5
male,135,111,1122,1,1,10,2,1,113,1,3
female,122,111,1121,1,3,8,2,1,112,2,5
female,131,111,1122,1,1,10,2,1,113,1,5
male,122,111,1121,1,1,12,2,1,112,1,3
male,133,111,1122,1,1,10,2,1,125,1,5
male,133,111,1121,1,1,11,2,1,112,1,5
female,122,111,1122,1,3,7,2,1,114,1,5
male,131,111,1131,1,1,9,1,1,112,1,3
female,138,120,1122,1,1,10,2,1,114,1,5
male,137,111,1122,1,1,9,2,1,125,1,5
male,135,120,1210,1,1,10,3,1,111,1,5
male,124,120,1122,1,1,9,2,1,125,1,2
female,138,111,1210,1,2,10,2,1,111,1,5
female,131,111,1122,1,1,9,2,1,114,1,1
female,136,111,1121,1,1,8,2,1,112,1,5
female,136,111,1122,1,1,9,2,1,125,1,3
female,137,111,1122,1,1,8,2,1,113,1,3
female,135,120,1122,1,1,9,2,1,125,1,3
female,138,111,1132,2,3,10,2,1,126,3,3
female,138,111,1122,1,1,8,2,1,114,1,5
female,135,111,1122,1,1,7,2,1,114,1,3
female,135,111,1122,1,1,7,2,1,114,1,5
male,135,120,1131,1,1,7,1,1,112,1,5
female,137,111,1122,1,1,9,2,1,114,1,5
female,131,111,1122,1,1,8,2,1,126,1,5
female,132,111,1122,1,1,7,2,1,125,1,5
female,133,111,1122,1,1,11,2,1,113,1,3
male,131,111,1122,1,1,11,2,1,125,1,5
female,111,120,1122,1,1,9,2,1,125,1,5
female,136,111,1110,1,1,5,1,1,113,1,3
male,136,111,1122,1,1,8,2,1,114,1,1
male,122,111,1110,1,3,9,1,1,112,1,5
female,135,111,1121,1,3,8,2,1,112,1,2
male,137,111,1122,1,1,9,2,1,113,1,4
male,133,120,1122,1,1,8,2,1,114,1,5
male,139,111,1122,1,1,7,2,1,114,1,3
female,131,120,1140,1,1,9,4,1,113,1,5
male,135,111,1122,1,1,11,2,1,113,1,5
male,131,111,1140,1,1,7,3,1,112,1,5
male,135,111,1121,1,1,12,2,1,112,1,3
female,137,111,1122,1,1,9,2,1,126,1,5
female,131,111,1131,1,1,6,1,1,112,1,5
female,135,111,1122,1,1,8,2,1,114,1,3
female,135,111,1132,1,1,11,1,1,113,1,2
female,131,111,1122,1,1,8,2,1,114,1,5
female,131,120,1122,1,1,11,2,1,113,1,5
male,135,111,1122,1,1,7,2,1,113,1,2
male,138,111,1122,1,1,9,2,1,114,1,5
female,138,111,1210,1,1,5,1,1,111,1,3
female,111,111,1122,1,1,9,2,1,125,1,2
female,122,111,1122,1,1,8,2,1,113,1,3
male,139,111,1122,1,1,9,2,1,125,1,5
male,111,120,1210,2,1,5,1,1,111,1,3
female,138,111,1122,1,1,7,2,1,113,1,3
female,135,120,1122,1,1,8,2,1,114,1,5
female,139,111,1210,1,1,6,1,1,111,1,5
male,131,111,1121,1,1,11,2,1,112,1,3
male,136,111,1121,1,1,12,2,1,112,1,3
female,138,111,1140,1,1,11,4,1,112,1,5
male,138,111,1132,1,1,10,1,1,114,1,1
female,131,111,1122,1,1,7,2,1,113,1,5
female,133,111,1132,1,3,9,1,1,125,1,5
male,136,111,1121,1,1,11,2,1,112,1,3
male,135,111,1121,1,1,8,2,1,112,1,5
male,133,120,1121,1,1,8,2,1,112,1,3
female,131,111,1122,1,1,9,2,1,114,1,5
female,137,111,1140,1,1,8,4,1,113,1,5
female,135,111,1122,1,1,8,2,1,114,1,5
female,133,111,1122,1,1,7,2,1,113,1,5
female,138,120,1122,1,1,11,2,1,113,1,2
male,133,111,1122,1,1,8,2,1,113,1,5
female,136,111,1122,1,1,8,2,1,114,1,5
female,132,120,1131,1,1,6,1,1,112,1,3
female,136,120,1121,1,1,11,2,1,112,1,1
male,139,111,1121,1,3,12,2,1,112,1,5
male,131,120,1121,1,1,10,2,1,112,1,3
male,137,111,1121,1,1,6,2,1,112,1,5
female,131,111,1131,2,1,4,1,1,112,1,3
female,138,111,1121,1,1,10,2,1,112,1,5
female,131,111,1122,1,1,6,2,1,114,1,5
female,135,111,1132,1,1,11,1,1,113,1,5
male,131,111,1122,1,1,8,2,1,114,1,5
male,124,111,1122,1,1,8,2,1,125,1,5
male,138,111,1122,1,1,8,2,1,114,1,5
male,137,111,1220,2,1,14,4,1,125,1,1
female,131,111,1132,1,1,7,1,1,114,1,5
male,131,111,1131,1,1,6,1,1,112,1,3
male,135,111,1122,1,1,12,2,1,113,1,5
female,131,120,1122,2,1,7,2,1,113,1,2
female,111,111,1131,1,1,6,1,1,112,1,5
male,122,120,1122,1,2,8,1,1,126,1,0
female,139,111,1122,1,1,8,2,1,113,1,5
female,138,111,1210,1,1,10,1,1,111,1,5
male,139,111,1210,1,1,8,1,1,111,1,5
female,137,111,1210,1,1,5,1,1,111,1,3
male,134,120,1122,1,1,10,2,1,114,1,4
female,137,111,1132,1,1,7,1,1,114,1,3
male,136,120,1122,1,1,12,2,1,113,1,5
female,139,111,1122,2,1,8,2,1,113,1,3
male,122,111,1132,2,2,9,1,1,114,2,5
female,138,111,1210,1,1,11,1,1,111,1,3
male,122,111,1131,1,1,6,1,1,112,1,5
male,131,120,1131,1,1,7,4,1,112,1,3
female,137,111,1121,1,1,11,2,1,112,1,5
female,137,111,1131,1,1,7,1,1,112,1,5
male,122,111,1110,1,1,6,1,1,113,1,5
female,131,111,1122,1,1,8,2,1,114,1,5
female,137,111,1131,1,1,5,1,1,112,1,5
female,124,111,1121,1,1,12,2,1,112,1,2
male,136,111,1122,1,1,12,2,1,114,1,5
male,136,111,1122,1,1,8,2,1,114,1,3
female,135,111,1210,1,1,7,1,1,111,1,3
female,139,111,1122,1,3,7,2,1,114,1,1
female,122,111,1132,1,1,8,1,1,114,1,3
female,138,111,1210,1,1,5,1,1,111,1,3
female,137,111,1121,1,1,7,2,1,112,1,5
female,139,111,1122,1,1,8,2,1,113,1,5
male,135,111,1121,1,1,12,2,1,112,1,5
female,135,120,1132,1,1,7,4,1,114,1,3
male,135,120,1220,1,1,8,1,1,112,1,5
female,135,111,1132,1,1,6,4,1,113,1,5
female,131,111,1122,1,1,10,2,1,114,1,3
male,134,111,1210,1,1,5,1,1,111,1,3
female,139,120,1131,1,1,11,1,1,112,1,5
male,131,111,1122,1,1,10,2,1,114,1,4
male,124,111,1122,1,1,10,2,1,125,1,5
female,132,120,1121,1,1,6,2,1,112,1,5
female,138,111,1122,1,1,9,2,1,114,1,5
female,137,120,1121,1,1,6,2,1,112,1,5
male,111,111,1122,1,1,10,2,1,125,1,5
male,122,111,1122,1,1,6,2,1,113,1,5
male,137,111,1132,2,1,8,3,1,113,1,5
male,131,111,1122,1,1,7,2,1,113,1,5
female,138,111,1132,1,3,6,1,1,114,1,5
male,131,120,1122,1,1,12,2,1,113,1,2
male,131,111,1122,1,1,9,2,1,113,1,3
male,131,111,1132,1,1,11,1,1,113,1,5
female,131,111,1122,1,1,9,2,1,114,1,3
female,135,111,1132,1,1,11,1,1,113,1,5
female,132,111,1131,1,3,6,1,1,112,3,5
female,137,111,1121,1,1,10,2,1,112,1,5
female,138,111,1131,1,1,6,1,1,112,1,5
