sex,priors_count_cat,c_charge_degree,days_b_screening_arrest_cat,juv_misd_count_cat,age_cat,juv_fel_count_cat,two_year_recid,juv_other_count_cat,c_days_from_compas_cat,race_cat
Female,priors_count_4-6,M,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,Less than 25,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_2-3,M,days_b_screening_arrest_0,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_0,white
Male,priors_count_2-3,F,days_b_screening_arrest_0,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_1,M,days_b_screening_arrest_-1,juv_misd_count_1,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,white
Female,priors_count_4-6,M,days_b_screening_arrest_-1,juv_misd_count_1,25 - 45,juv_fel_count_1+,0,juv_other_count_0,c_days_from_compas_0,non_white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_15+,F,days_b_screening_arrest_-1,cjuv_misd_count_2+,25 - 45,juv_fel_count_0,0,juv_other_count_1,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_lt_-3,juv_misd_count_1,25 - 45,juv_fel_count_1+,1,juv_other_count_0,c_days_from_compas_22-28,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_0,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_0,non_white
Male,priors_count_2-3,M,days_b_screening_arrest_lt_-3,cjuv_misd_count_2+,25 - 45,juv_fel_count_1+,0,juv_other_count_2+,c_days_from_compas_15-21,non_white
Male,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,Less than 25,juv_fel_count_1+,0,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_15+,M,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_0,non_white
Male,priors_count_1,F,days_b_screening_arrest_0,juv_misd_count_1,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,M,days_b_screening_arrest_1+,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,M,days_b_screening_arrest_-1,juv_misd_count_0,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,M,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_0,white
Male,priors_count_4-6,M,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_4-6,F,days_b_screening_arrest_1+,juv_misd_count_0,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_8-14,non_white
Male,priors_count_4-6,M,days_b_screening_arrest_1+,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_22-28,white
Male,priors_count_1,M,days_b_screening_arrest_lt_-3,juv_misd_count_1,Less than 25,juv_fel_count_1+,1,juv_other_count_2+,c_days_from_compas_22-28,non_white
Male,priors_count_4-6,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_7-9,F,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_0,white
Male,priors_count_0,M,days_b_screening_arrest_-1,juv_misd_count_0,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_1,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_0,juv_misd_count_1,Less than 25,juv_fel_count_0,0,juv_other_count_1,c_days_from_compas_29+,non_white
Male,priors_count_4-6,M,days_b_screening_arrest_lt_-3,cjuv_misd_count_2+,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_15-21,white
Male,priors_count_10-15,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_0,non_white
Male,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_10-15,F,days_b_screening_arrest_0,juv_misd_count_1,25 - 45,juv_fel_count_1+,0,juv_other_count_0,c_days_from_compas_15-21,non_white
Male,priors_count_15+,F,days_b_screening_arrest_1+,cjuv_misd_count_2+,25 - 45,juv_fel_count_0,0,juv_other_count_1,missing,white
Male,priors_count_2-3,F,days_b_screening_arrest_1+,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_1,c_days_from_compas_15-21,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_1,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_1,F,days_b_screening_arrest_lt_-3,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_15-21,non_white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_4-6,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,white
Female,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_0,white
Male,priors_count_7-9,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,M,days_b_screening_arrest_0,cjuv_misd_count_2+,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_29+,white
Male,priors_count_4-6,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_1+,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_4-6,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_1,c_days_from_compas_1,non_white
Female,priors_count_0,M,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_0,non_white
Male,priors_count_4-6,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_1+,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_4-6,F,days_b_screening_arrest_-1,juv_misd_count_0,Less than 25,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_4-6,M,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Female,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_1,M,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_lt_-3,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_2-7,white
Male,priors_count_7-9,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_0,non_white
Male,priors_count_7-9,F,days_b_screening_arrest_-1,juv_misd_count_0,Less than 25,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,M,days_b_screening_arrest_0,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,M,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,white
Female,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_10-15,M,days_b_screening_arrest_1+,juv_misd_count_0,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,white
Female,priors_count_0,F,days_b_screening_arrest_-2,juv_misd_count_1,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_2-7,non_white
Male,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_15+,F,days_b_screening_arrest_0,juv_misd_count_1,25 - 45,juv_fel_count_1+,1,juv_other_count_1,c_days_from_compas_2-7,non_white
Female,priors_count_1,M,days_b_screening_arrest_-2,cjuv_misd_count_2+,25 - 45,juv_fel_count_1+,1,juv_other_count_2+,c_days_from_compas_29+,white
Male,priors_count_15+,M,days_b_screening_arrest_lt_-3,cjuv_misd_count_2+,25 - 45,juv_fel_count_0,0,juv_other_count_1,c_days_from_compas_29+,white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_4-6,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_7-9,F,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Female,priors_count_2-3,M,days_b_screening_arrest_0,juv_misd_count_1,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_0,white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,white
Female,priors_count_2-3,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_1,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_10-15,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Female,priors_count_1,M,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_7-9,F,days_b_screening_arrest_1+,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_2+,c_days_from_compas_29+,non_white
Female,priors_count_0,M,days_b_screening_arrest_-2,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_2-7,non_white
Male,priors_count_0,F,days_b_screening_arrest_-2,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_2-7,non_white
Male,priors_count_1,F,days_b_screening_arrest_lt_-3,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_8-14,non_white
Male,priors_count_2-3,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_2-3,M,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_1,c_days_from_compas_1,non_white
Male,priors_count_4-6,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_10-15,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_22-28,non_white
Female,priors_count_0,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_4-6,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Female,priors_count_0,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_4-6,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,white
Female,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,white
Female,priors_count_0,F,days_b_screening_arrest_lt_-3,cjuv_misd_count_2+,Greater than 45,juv_fel_count_1+,0,juv_other_count_0,c_days_from_compas_29+,white
Male,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_-1,cjuv_misd_count_2+,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_1,M,days_b_screening_arrest_lt_-3,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_2-7,non_white
Male,priors_count_0,F,days_b_screening_arrest_lt_-3,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_2-7,white
Male,priors_count_7-9,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_1,c_days_from_compas_1,non_white
Male,priors_count_1,M,days_b_screening_arrest_lt_-3,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_29+,white
Female,priors_count_0,M,days_b_screening_arrest_0,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_0,non_white
Male,priors_count_4-6,M,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_7-9,M,days_b_screening_arrest_-1,cjuv_misd_count_2+,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_7-9,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Female,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_4-6,F,days_b_screening_arrest_lt_-3,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_2+,c_days_from_compas_15-21,non_white
Male,priors_count_1,F,days_b_screening_arrest_-1,cjuv_misd_count_2+,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_7-9,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,M,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_0,white
Female,priors_count_15+,F,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_8-14,white
Male,priors_count_4-6,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_0,M,days_b_screening_arrest_1+,juv_misd_count_0,25 - 45,juv_fel_count_1+,0,juv_other_count_0,c_days_from_compas_22-28,white
Female,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,M,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_1,c_days_from_compas_1,non_white
Male,priors_count_0,M,days_b_screening_arrest_-1,juv_misd_count_1,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Female,priors_count_15+,M,days_b_screening_arrest_0,juv_misd_count_1,Greater than 45,juv_fel_count_0,1,juv_other_count_1,c_days_from_compas_15-21,white
Male,priors_count_2-3,M,days_b_screening_arrest_lt_-3,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_2-7,white
Male,priors_count_1,M,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_0,non_white
Male,priors_count_2-3,M,days_b_screening_arrest_0,juv_misd_count_0,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_4-6,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_2+,c_days_from_compas_1,white
Male,priors_count_0,M,days_b_screening_arrest_0,juv_misd_count_0,Less than 25,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_1,M,days_b_screening_arrest_0,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_0,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_1,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_1,F,days_b_screening_arrest_lt_-3,cjuv_misd_count_2+,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_29+,white
Male,priors_count_2-3,F,days_b_screening_arrest_0,cjuv_misd_count_2+,Greater than 45,juv_fel_count_1+,0,juv_other_count_0,c_days_from_compas_0,white
Male,priors_count_7-9,F,days_b_screening_arrest_0,juv_misd_count_0,Less than 25,juv_fel_count_1+,0,juv_other_count_0,c_days_from_compas_2-7,non_white
Male,priors_count_10-15,F,days_b_screening_arrest_0,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_0,non_white
Male,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_10-15,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_1,c_days_from_compas_1,non_white
Male,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_7-9,M,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_10-15,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_1,M,days_b_screening_arrest_-1,juv_misd_count_1,Less than 25,juv_fel_count_1+,0,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,M,days_b_screening_arrest_lt_-3,cjuv_misd_count_2+,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_2-7,white
Male,priors_count_1,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_10-15,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_1,c_days_from_compas_1,non_white
Male,priors_count_10-15,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_0,non_white
Male,priors_count_15+,M,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_4-6,F,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_2+,c_days_from_compas_1,non_white
Male,priors_count_4-6,F,days_b_screening_arrest_lt_-3,juv_misd_count_0,Less than 25,juv_fel_count_1+,1,juv_other_count_1,c_days_from_compas_22-28,white
Male,priors_count_0,F,days_b_screening_arrest_-2,juv_misd_count_0,25 - 45,juv_fel_count_1+,0,juv_other_count_0,c_days_from_compas_8-14,non_white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_0,white
Female,priors_count_0,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Female,priors_count_1,F,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_1,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,white
Female,priors_count_2-3,F,days_b_screening_arrest_-1,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,white
Male,priors_count_1,F,days_b_screening_arrest_lt_-3,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_1,c_days_from_compas_22-28,white
Male,priors_count_0,M,days_b_screening_arrest_0,juv_misd_count_0,Less than 25,juv_fel_count_1+,1,juv_other_count_0,c_days_from_compas_0,non_white
Female,priors_count_2-3,F,days_b_screening_arrest_1+,juv_misd_count_0,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_7-9,M,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_0,non_white
Female,priors_count_0,M,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_2-3,F,days_b_screening_arrest_0,juv_misd_count_0,Greater than 45,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_0,white
Male,priors_count_1,M,days_b_screening_arrest_0,juv_misd_count_0,Less than 25,juv_fel_count_0,0,juv_other_count_0,c_days_from_compas_0,white
Male,priors_count_4-6,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_1+,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_0,M,days_b_screening_arrest_lt_-3,cjuv_misd_count_2+,Greater than 45,juv_fel_count_1+,0,juv_other_count_0,c_days_from_compas_8-14,white
Male,priors_count_0,F,days_b_screening_arrest_-1,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_0,c_days_from_compas_1,non_white
Male,priors_count_4-6,M,days_b_screening_arrest_1+,cjuv_misd_count_2+,25 - 45,juv_fel_count_1+,0,juv_other_count_0,missing,white
Female,priors_count_15+,F,days_b_screening_arrest_lt_-3,juv_misd_count_0,25 - 45,juv_fel_count_0,1,juv_other_count_1,c_days_from_compas_0,white
Male,priors_count_7-9,F,days_b_screening_arrest_0,juv_misd_count_0,25 - 45,juv_fel_count_1+,0,juv_other_count_1,c_days_from_compas_8-14,non_white
