sex,priors_count_cat,days_b_screening_arrest_cat,c_days_from_compas_cat,two_year_recid,age_cat,juv_other_count_cat,race_cat,c_charge_degree,juv_misd_count_cat,juv_fel_count_cat
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_2+,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_7-9,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_1+
Male,priors_count_1,days_b_screening_arrest_-1,missing,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_0,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_1,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_4-6,days_b_screening_arrest_lt_-3,c_days_from_compas_8-14,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_0,c_days_from_compas_0,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_0,0,Greater than 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_0,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_1,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_1,non_white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_2+,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_7-9,days_b_screening_arrest_0,c_days_from_compas_0,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_10-15,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_1+
Female,priors_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,0,25 - 45,juv_other_count_1,white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_0,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_22-28,0,Less than 25,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_1,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_0,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,0,Less than 25,juv_other_count_1,non_white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_29+,0,Less than 25,juv_other_count_2+,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_lt_-3,c_days_from_compas_8-14,0,Greater than 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_10-15,days_b_screening_arrest_0,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,cjuv_misd_count_2+,juv_fel_count_1+
Male,priors_count_10-15,days_b_screening_arrest_0,c_days_from_compas_0,0,Greater than 45,juv_other_count_2+,white,M,juv_misd_count_1,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-2,c_days_from_compas_2-7,0,Less than 25,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_8-14,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_lt_-3,c_days_from_compas_29+,0,Greater than 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_15-21,0,Greater than 45,juv_other_count_0,non_white,F,juv_misd_count_1,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_0,0,25 - 45,juv_other_count_1,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_2-3,days_b_screening_arrest_1+,c_days_from_compas_22-28,0,Less than 25,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_1+,c_days_from_compas_29+,0,25 - 45,juv_other_count_0,non_white,M,cjuv_misd_count_2+,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_2-7,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_7-9,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_10-15,days_b_screening_arrest_-2,c_days_from_compas_2-7,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_10-15,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_0,0,Less than 25,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_10-15,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_2+,non_white,M,juv_misd_count_0,juv_fel_count_1+
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_1,0,25 - 45,juv_other_count_2+,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_0,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_7-9,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_1,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_1,days_b_screening_arrest_-2,c_days_from_compas_22-28,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,0,Greater than 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_10-15,days_b_screening_arrest_-2,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_1,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_0,0,Greater than 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_0,c_days_from_compas_1,0,25 - 45,juv_other_count_2+,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_10-15,days_b_screening_arrest_-1,c_days_from_compas_0,0,25 - 45,juv_other_count_0,white,F,cjuv_misd_count_2+,juv_fel_count_1+
Female,priors_count_7-9,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_10-15,days_b_screening_arrest_0,missing,0,Greater than 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-2,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_0,c_days_from_compas_0,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_2+,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_0,c_days_from_compas_22-28,0,Less than 25,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Female,priors_count_10-15,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_1+
Female,priors_count_0,days_b_screening_arrest_-2,c_days_from_compas_0,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_1,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,0,Greater than 45,juv_other_count_0,white,F,cjuv_misd_count_2+,juv_fel_count_1+
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,M,juv_misd_count_1,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-2,c_days_from_compas_15-21,0,Greater than 45,juv_other_count_0,non_white,F,juv_misd_count_1,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1,0,Greater than 45,juv_other_count_2+,white,M,juv_misd_count_0,juv_fel_count_1+
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_1,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_4-6,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_1+
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_0,0,Greater than 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,M,juv_misd_count_1,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,0,Greater than 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_1,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_7-9,days_b_screening_arrest_-1,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_1+
Male,priors_count_2-3,days_b_screening_arrest_lt_-3,c_days_from_compas_8-14,0,25 - 45,juv_other_count_2+,non_white,F,juv_misd_count_0,juv_fel_count_1+
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,0,Less than 25,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_4-6,days_b_screening_arrest_0,c_days_from_compas_0,0,Greater than 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_lt_-3,c_days_from_compas_2-7,0,Greater than 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_lt_-3,c_days_from_compas_8-14,0,Less than 25,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_7-9,days_b_screening_arrest_-1,c_days_from_compas_1,0,Less than 25,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_0,c_days_from_compas_1,0,Greater than 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_0,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_1,white,F,juv_misd_count_0,juv_fel_count_1+
Female,priors_count_0,days_b_screening_arrest_1+,c_days_from_compas_2-7,0,Greater than 45,juv_other_count_1,non_white,F,juv_misd_count_0,juv_fel_count_0
Female,priors_count_15+,days_b_screening_arrest_lt_-3,c_days_from_compas_22-28,0,Greater than 45,juv_other_count_0,white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_0,c_days_from_compas_1,0,Less than 25,juv_other_count_1,white,F,juv_misd_count_0,juv_fel_count_1+
Female,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_1,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_1+,c_days_from_compas_2-7,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_1,juv_fel_count_0
Male,priors_count_1,days_b_screening_arrest_-1,c_days_from_compas_15-21,0,Greater than 45,juv_other_count_0,white,M,juv_misd_count_0,juv_fel_count_0
Male,priors_count_0,days_b_screening_arrest_0,c_days_from_compas_1,0,Less than 25,juv_other_count_0,non_white,F,juv_misd_count_0,juv_fel_count_0
Male,priors_count_2-3,days_b_screening_arrest_-1,c_days_from_compas_1,0,25 - 45,juv_other_count_0,non_white,M,juv_misd_count_0,juv_fel_count_0
