sex,priors_count_cat,c_charge_degree,age_cat,juv_fel_count_cat,juv_misd_count_cat,days_b_screening_arrest_cat,race_cat,juv_other_count_cat,two_year_recid,c_days_from_compas_cat
Female,priors_count_7-9,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,1,missing
Male,priors_count_15+,M,Less than 25,juv_fel_count_1+,cjuv_misd_count_2+,days_b_screening_arrest_-1,white,juv_other_count_1,0,c_days_from_compas_1
Male,priors_count_1,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-2,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_2-3,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_1+,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_2-3,F,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_1,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_2-3,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Female,priors_count_2-3,F,Greater than 45,juv_fel_count_0,cjuv_misd_count_2+,days_b_screening_arrest_lt_-3,white,juv_other_count_0,0,c_days_from_compas_29+
Male,priors_count_1,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_15+,M,Greater than 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_lt_-3,white,juv_other_count_0,1,missing
Male,priors_count_0,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_7-9,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_1,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_1+,white,juv_other_count_0,1,c_days_from_compas_8-14
Female,priors_count_15+,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_2+,1,c_days_from_compas_1
Male,priors_count_1,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_4-6,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_1,1,c_days_from_compas_8-14
Male,priors_count_10-15,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,0,c_days_from_compas_8-14
Male,priors_count_1,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_0
Male,priors_count_2-3,F,25 - 45,juv_fel_count_1+,juv_misd_count_1,days_b_screening_arrest_0,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_7-9,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_0,F,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_1,0,c_days_from_compas_1
Male,priors_count_0,M,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_0,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_0,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_2-3,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_0,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_10-15,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_1,1,c_days_from_compas_1
Male,priors_count_7-9,F,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_1,1,c_days_from_compas_1
Female,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_4-6,M,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,1,c_days_from_compas_0
Female,priors_count_10-15,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,1,c_days_from_compas_15-21
Male,priors_count_2-3,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_2+,1,c_days_from_compas_1
Male,priors_count_2-3,F,25 - 45,juv_fel_count_1+,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_4-6,F,Less than 25,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_0
Male,priors_count_1,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_15+,F,25 - 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_1,M,Greater than 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Female,priors_count_0,M,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_10-15,F,25 - 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_4-6,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_0
Male,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_1,F,25 - 45,juv_fel_count_1+,juv_misd_count_0,days_b_screening_arrest_1+,white,juv_other_count_0,0,c_days_from_compas_29+
Male,priors_count_2-3,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_1,M,Greater than 45,juv_fel_count_0,cjuv_misd_count_2+,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_29+
Female,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_1,F,25 - 45,juv_fel_count_1+,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,0,c_days_from_compas_8-14
Male,priors_count_2-3,F,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,0,c_days_from_compas_8-14
Female,priors_count_2-3,M,Less than 25,juv_fel_count_1+,cjuv_misd_count_2+,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_1,F,Greater than 45,juv_fel_count_1+,juv_misd_count_1,days_b_screening_arrest_-2,white,juv_other_count_0,0,c_days_from_compas_15-21
Male,priors_count_2-3,F,Less than 25,juv_fel_count_1+,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Female,priors_count_4-6,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-2,white,juv_other_count_0,1,c_days_from_compas_0
Male,priors_count_2-3,F,Greater than 45,juv_fel_count_1+,juv_misd_count_1,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_10-15,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,0,c_days_from_compas_15-21
Female,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_1,0,c_days_from_compas_2-7
Female,priors_count_0,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,0,c_days_from_compas_2-7
Male,priors_count_2-3,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_2-3,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_15+,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_0,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_0
Male,priors_count_0,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_29+
Male,priors_count_1,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Female,priors_count_2-3,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_0,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_0
Male,priors_count_0,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_2+,0,c_days_from_compas_1
Male,priors_count_4-6,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_2-3,M,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,1,c_days_from_compas_0
Male,priors_count_1,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-2,white,juv_other_count_0,0,c_days_from_compas_2-7
Male,priors_count_7-9,F,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_10-15,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_0
Male,priors_count_15+,F,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,1,c_days_from_compas_15-21
Female,priors_count_10-15,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,missing
Male,priors_count_2-3,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_4-6,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_4-6,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_7-9,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_2+,1,c_days_from_compas_1
Male,priors_count_0,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_2-3,F,Less than 25,juv_fel_count_1+,juv_misd_count_1,days_b_screening_arrest_lt_-3,white,juv_other_count_0,1,c_days_from_compas_29+
Female,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_10-15,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_0,F,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_0
Male,priors_count_4-6,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,1,c_days_from_compas_22-28
Male,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Female,priors_count_2-3,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_0,M,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_15+,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_2+,1,c_days_from_compas_0
Male,priors_count_1,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_4-6,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_1+,white,juv_other_count_0,1,c_days_from_compas_29+
Male,priors_count_4-6,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,1,c_days_from_compas_0
Female,priors_count_1,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_1,1,c_days_from_compas_1
Male,priors_count_2-3,F,25 - 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_lt_-3,white,juv_other_count_0,0,c_days_from_compas_8-14
Female,priors_count_4-6,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_2-7
Female,priors_count_4-6,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_1+,white,juv_other_count_0,1,c_days_from_compas_29+
Male,priors_count_0,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_2-3,M,Greater than 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_7-9,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_2-7
Male,priors_count_4-6,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_0,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_4-6,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_1+,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_1,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_2-3,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_0
Male,priors_count_2-3,F,25 - 45,juv_fel_count_1+,juv_misd_count_1,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Female,priors_count_1,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-2,white,juv_other_count_0,0,c_days_from_compas_0
Male,priors_count_10-15,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_0
Male,priors_count_1,F,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-2,white,juv_other_count_0,0,c_days_from_compas_2-7
Male,priors_count_1,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,1,c_days_from_compas_1
Female,priors_count_0,M,Greater than 45,juv_fel_count_1+,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_2-3,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_2-3,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-2,white,juv_other_count_0,0,c_days_from_compas_0
Female,priors_count_1,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_2-3,F,25 - 45,juv_fel_count_0,cjuv_misd_count_2+,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_0,M,Greater than 45,juv_fel_count_1+,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_2-3,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_0,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_0,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_0,M,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_1,0,c_days_from_compas_0
Male,priors_count_1,F,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_1,0,c_days_from_compas_2-7
Male,priors_count_2-3,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_4-6,M,Greater than 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_15+,F,25 - 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_-1,white,juv_other_count_1,1,c_days_from_compas_1
Male,priors_count_0,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_7-9,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Female,priors_count_0,F,25 - 45,juv_fel_count_1+,cjuv_misd_count_2+,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_7-9,F,25 - 45,juv_fel_count_1+,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_0,M,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_4-6,F,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_1,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_0
Female,priors_count_4-6,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_0
Male,priors_count_2-3,M,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_4-6,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Female,priors_count_2-3,M,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Female,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-2,white,juv_other_count_0,0,c_days_from_compas_2-7
Male,priors_count_1,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_0,F,Greater than 45,juv_fel_count_1+,juv_misd_count_1,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_2-3,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_10-15,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_1,0,c_days_from_compas_0
Male,priors_count_2-3,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,1,c_days_from_compas_0
Male,priors_count_0,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,0,c_days_from_compas_2-7
Male,priors_count_1,M,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Female,priors_count_10-15,M,25 - 45,juv_fel_count_0,cjuv_misd_count_2+,days_b_screening_arrest_lt_-3,white,juv_other_count_2+,0,c_days_from_compas_22-28
Male,priors_count_15+,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_1+,white,juv_other_count_2+,1,c_days_from_compas_8-14
Male,priors_count_10-15,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_2+,1,c_days_from_compas_1
Male,priors_count_2-3,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_1,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_0
Female,priors_count_4-6,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,0,c_days_from_compas_22-28
Female,priors_count_1,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,1,c_days_from_compas_0
Female,priors_count_7-9,F,25 - 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_-2,white,juv_other_count_0,0,c_days_from_compas_2-7
Male,priors_count_7-9,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_2+,0,c_days_from_compas_1
Male,priors_count_15+,F,25 - 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_2-3,M,25 - 45,juv_fel_count_0,cjuv_misd_count_2+,days_b_screening_arrest_lt_-3,white,juv_other_count_0,1,c_days_from_compas_29+
Male,priors_count_4-6,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-2,white,juv_other_count_1,0,missing
Male,priors_count_0,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,missing
Male,priors_count_0,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_1,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-2,white,juv_other_count_0,1,c_days_from_compas_15-21
Female,priors_count_0,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_1,1,c_days_from_compas_0
Female,priors_count_2-3,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_0,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_4-6,F,Greater than 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_1,F,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_7-9,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_1,0,c_days_from_compas_1
Female,priors_count_4-6,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_2-3,F,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-2,white,juv_other_count_1,1,c_days_from_compas_8-14
Male,priors_count_0,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_7-9,M,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,1,c_days_from_compas_1
Male,priors_count_2-3,M,Less than 25,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_10-15,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,1,c_days_from_compas_22-28
Female,priors_count_15+,M,Greater than 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_-1,white,juv_other_count_1,1,c_days_from_compas_8-14
Male,priors_count_2-3,M,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Male,priors_count_0,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_0,white,juv_other_count_0,0,c_days_from_compas_0
Male,priors_count_7-9,F,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,1,c_days_from_compas_22-28
Male,priors_count_7-9,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_1+,white,juv_other_count_0,1,missing
Male,priors_count_1,F,Greater than 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_-1,white,juv_other_count_0,0,c_days_from_compas_1
Female,priors_count_2-3,M,25 - 45,juv_fel_count_0,juv_misd_count_0,days_b_screening_arrest_lt_-3,white,juv_other_count_0,0,c_days_from_compas_8-14
Female,priors_count_15+,F,Greater than 45,juv_fel_count_0,juv_misd_count_1,days_b_screening_arrest_-2,white,juv_other_count_0,1,c_days_from_compas_0
