sex,juv_misd_count_cat,c_days_from_compas_cat,juv_other_count_cat,two_year_recid,days_b_screening_arrest_cat,race_cat,juv_fel_count_cat,age_cat,c_charge_degree,priors_count_cat
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_2+,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,F,priors_count_0
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_7-9
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_2+,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,M,priors_count_10-15
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_10-15
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_4-6
Female,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_4-6
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,Less than 25,M,priors_count_0
Female,juv_misd_count_1,c_days_from_compas_2-7,juv_other_count_2+,0,days_b_screening_arrest_1+,white,juv_fel_count_1+,25 - 45,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_2+,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,F,priors_count_10-15
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,M,priors_count_4-6
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,F,priors_count_4-6
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,F,priors_count_15+
Male,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,0,days_b_screening_arrest_-2,white,juv_fel_count_0,Greater than 45,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_1,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,F,priors_count_10-15
Female,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,1,days_b_screening_arrest_-2,white,juv_fel_count_0,25 - 45,F,priors_count_10-15
Female,cjuv_misd_count_2+,c_days_from_compas_1,juv_other_count_1,1,days_b_screening_arrest_-1,white,juv_fel_count_1+,Less than 25,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,M,priors_count_10-15
Male,cjuv_misd_count_2+,c_days_from_compas_15-21,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_1+,Greater than 45,M,priors_count_4-6
Male,juv_misd_count_1,c_days_from_compas_8-14,juv_other_count_2+,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_22-28,juv_other_count_0,0,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,25 - 45,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_29+,juv_other_count_0,0,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,25 - 45,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_4-6
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,Less than 25,M,priors_count_4-6
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_1
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_2-3
Female,juv_misd_count_0,c_days_from_compas_8-14,juv_other_count_0,1,days_b_screening_arrest_1+,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_1,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_7-9
Male,juv_misd_count_0,c_days_from_compas_22-28,juv_other_count_0,0,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,Less than 25,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,M,priors_count_15+
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,F,priors_count_1
Female,cjuv_misd_count_2+,c_days_from_compas_0,juv_other_count_1,1,days_b_screening_arrest_1+,white,juv_fel_count_0,Less than 25,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,1,days_b_screening_arrest_-2,white,juv_fel_count_0,25 - 45,M,priors_count_15+
Male,juv_misd_count_0,c_days_from_compas_15-21,juv_other_count_0,0,days_b_screening_arrest_1+,white,juv_fel_count_0,Less than 25,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,M,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,Less than 25,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_4-6
Male,juv_misd_count_1,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,F,priors_count_4-6
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_0
Female,juv_misd_count_0,c_days_from_compas_29+,juv_other_count_0,0,days_b_screening_arrest_1+,white,juv_fel_count_0,Less than 25,M,priors_count_0
Female,juv_misd_count_1,c_days_from_compas_8-14,juv_other_count_0,0,days_b_screening_arrest_lt_-3,white,juv_fel_count_1+,Greater than 45,F,priors_count_1
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,F,priors_count_4-6
Male,juv_misd_count_0,missing,juv_other_count_0,0,days_b_screening_arrest_-2,white,juv_fel_count_1+,Less than 25,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_1,1,days_b_screening_arrest_0,white,juv_fel_count_1+,Less than 25,M,priors_count_4-6
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,F,priors_count_1
Female,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,Greater than 45,M,priors_count_10-15
Female,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_1,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,M,priors_count_7-9
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_0
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Female,cjuv_misd_count_2+,c_days_from_compas_15-21,juv_other_count_0,1,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,Less than 25,F,priors_count_15+
Female,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,0,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,25 - 45,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,Greater than 45,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_7-9
Female,juv_misd_count_1,c_days_from_compas_29+,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_4-6
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_2-3
Female,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_1,1,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,Greater than 45,F,priors_count_15+
Male,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_15-21,juv_other_count_0,0,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,25 - 45,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,Less than 25,F,priors_count_4-6
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,F,priors_count_4-6
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_2+,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,F,priors_count_0
Male,juv_misd_count_1,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,25 - 45,F,priors_count_4-6
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,Greater than 45,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_10-15
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,F,priors_count_7-9
Male,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,0,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,25 - 45,F,priors_count_7-9
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_8-14,juv_other_count_0,1,days_b_screening_arrest_-2,white,juv_fel_count_0,Less than 25,F,priors_count_15+
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_0
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_7-9
Female,juv_misd_count_1,c_days_from_compas_22-28,juv_other_count_0,1,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,25 - 45,F,priors_count_7-9
Female,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,F,priors_count_4-6
Male,juv_misd_count_0,c_days_from_compas_22-28,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,Greater than 45,F,priors_count_10-15
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_1,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_4-6
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_0
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,Greater than 45,M,priors_count_7-9
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,Less than 25,F,priors_count_0
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_2+,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,M,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_1,1,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,Greater than 45,F,priors_count_2-3
Female,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,0,days_b_screening_arrest_-2,white,juv_fel_count_0,Greater than 45,F,priors_count_1
Male,cjuv_misd_count_2+,missing,juv_other_count_1,1,days_b_screening_arrest_1+,white,juv_fel_count_1+,Less than 25,M,priors_count_2-3
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_1,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,F,priors_count_2-3
Male,cjuv_misd_count_2+,c_days_from_compas_15-21,juv_other_count_2+,1,days_b_screening_arrest_0,white,juv_fel_count_1+,25 - 45,F,priors_count_10-15
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_1,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,F,priors_count_10-15
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_22-28,juv_other_count_0,1,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,Greater than 45,M,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_2-3
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,F,priors_count_10-15
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,F,priors_count_1
Male,cjuv_misd_count_2+,c_days_from_compas_22-28,juv_other_count_2+,0,days_b_screening_arrest_lt_-3,white,juv_fel_count_1+,Less than 25,M,priors_count_15+
Male,juv_misd_count_1,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_1+,25 - 45,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_15-21,juv_other_count_0,0,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,Less than 25,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_15+
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_1,0,days_b_screening_arrest_0,white,juv_fel_count_1+,Less than 25,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,F,priors_count_0
Female,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,0,days_b_screening_arrest_lt_-3,white,juv_fel_count_0,Less than 25,F,priors_count_7-9
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_10-15
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_2+,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_8-14,juv_other_count_0,0,days_b_screening_arrest_1+,white,juv_fel_count_0,25 - 45,M,priors_count_0
Female,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,0,days_b_screening_arrest_-2,white,juv_fel_count_0,25 - 45,F,priors_count_4-6
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,M,priors_count_2-3
Female,cjuv_misd_count_2+,c_days_from_compas_0,juv_other_count_1,0,days_b_screening_arrest_0,white,juv_fel_count_1+,Less than 25,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_0,white,juv_fel_count_0,Less than 25,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_1,1,days_b_screening_arrest_0,white,juv_fel_count_1+,Less than 25,F,priors_count_7-9
Female,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_2+,1,days_b_screening_arrest_lt_-3,white,juv_fel_count_1+,Less than 25,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,Greater than 45,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_0
Female,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,F,priors_count_7-9
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_29+,juv_other_count_0,0,days_b_screening_arrest_1+,white,juv_fel_count_0,25 - 45,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_10-15
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_2+,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_1,1,days_b_screening_arrest_0,white,juv_fel_count_0,Less than 25,F,priors_count_10-15
Male,juv_misd_count_0,c_days_from_compas_0,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_0
Female,juv_misd_count_0,missing,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_4-6
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_1+,25 - 45,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_0,white,juv_fel_count_0,25 - 45,M,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_1+,Greater than 45,M,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_2-7,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_10-15
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,M,priors_count_2-3
Male,juv_misd_count_1,c_days_from_compas_15-21,juv_other_count_2+,0,days_b_screening_arrest_lt_-3,white,juv_fel_count_1+,25 - 45,F,priors_count_15+
Female,cjuv_misd_count_2+,c_days_from_compas_8-14,juv_other_count_0,1,days_b_screening_arrest_lt_-3,white,juv_fel_count_1+,Less than 25,F,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_29+,juv_other_count_0,1,days_b_screening_arrest_1+,white,juv_fel_count_0,25 - 45,M,priors_count_4-6
Male,juv_misd_count_1,c_days_from_compas_22-28,juv_other_count_1,1,days_b_screening_arrest_0,white,juv_fel_count_1+,25 - 45,F,priors_count_10-15
Female,juv_misd_count_0,c_days_from_compas_8-14,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_1,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_2-3
Female,juv_misd_count_1,missing,juv_other_count_0,1,days_b_screening_arrest_1+,white,juv_fel_count_1+,25 - 45,M,priors_count_2-3
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,M,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_15+
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Greater than 45,M,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_1
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_2+,0,days_b_screening_arrest_0,white,juv_fel_count_1+,Greater than 45,F,priors_count_2-3
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-1,white,juv_fel_count_1+,Less than 25,F,priors_count_0
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_0,25 - 45,M,priors_count_0
Female,juv_misd_count_0,c_days_from_compas_1,juv_other_count_0,1,days_b_screening_arrest_-2,white,juv_fel_count_0,Less than 25,F,priors_count_7-9
Male,juv_misd_count_1,missing,juv_other_count_0,0,days_b_screening_arrest_-1,white,juv_fel_count_1+,Greater than 45,F,priors_count_1
Male,juv_misd_count_0,c_days_from_compas_1,juv_other_count_2+,1,days_b_screening_arrest_-1,white,juv_fel_count_0,Less than 25,M,priors_count_4-6
