sex,c_days_from_compas_cat,juv_fel_count_cat,two_year_recid,age_cat,c_charge_degree,race_cat,juv_misd_count_cat,days_b_screening_arrest_cat,juv_other_count_cat,priors_count_cat
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_1,priors_count_7-9
Male,c_days_from_compas_0,juv_fel_count_0,0,Less than 25,F,white,juv_misd_count_1,days_b_screening_arrest_1+,juv_other_count_2+,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,1,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Female,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_10-15
Male,c_days_from_compas_1,juv_fel_count_0,1,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_2-7,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_lt_-3,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_2-7,juv_fel_count_0,1,Greater than 45,M,white,juv_misd_count_1,days_b_screening_arrest_-2,juv_other_count_1,priors_count_7-9
Female,c_days_from_compas_2-7,juv_fel_count_0,0,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_lt_-3,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_15-21,juv_fel_count_0,1,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_lt_-3,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_2-7,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_lt_-3,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_8-14,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_lt_-3,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_10-15
Male,c_days_from_compas_1,juv_fel_count_0,0,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Female,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_0,juv_fel_count_0,1,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_0
Female,c_days_from_compas_0,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_22-28,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_lt_-3,juv_other_count_0,priors_count_7-9
Male,c_days_from_compas_0,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,1,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_1,priors_count_10-15
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_7-9
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_1,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_0,juv_fel_count_0,0,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,M,white,juv_misd_count_1,days_b_screening_arrest_-1,juv_other_count_2+,priors_count_4-6
Female,c_days_from_compas_1,juv_fel_count_1+,0,25 - 45,M,white,cjuv_misd_count_2+,days_b_screening_arrest_-2,juv_other_count_0,priors_count_1
Female,c_days_from_compas_2-7,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_1,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Female,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,cjuv_misd_count_2+,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_0,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_0,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,1,Less than 25,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_2+,priors_count_10-15
Male,c_days_from_compas_8-14,juv_fel_count_0,1,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_lt_-3,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_29+,juv_fel_count_0,1,25 - 45,F,white,cjuv_misd_count_2+,days_b_screening_arrest_-2,juv_other_count_1,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_0,juv_fel_count_0,1,Less than 25,F,white,juv_misd_count_1,days_b_screening_arrest_0,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_2-7,juv_fel_count_0,1,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_-2,juv_other_count_0,priors_count_2-3
Female,c_days_from_compas_0,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_2+,priors_count_15+
Female,c_days_from_compas_2-7,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_1,days_b_screening_arrest_-2,juv_other_count_0,priors_count_0
Male,c_days_from_compas_29+,juv_fel_count_0,0,Greater than 45,F,white,cjuv_misd_count_2+,days_b_screening_arrest_-1,juv_other_count_2+,priors_count_1
Female,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_10-15
Male,c_days_from_compas_0,juv_fel_count_0,1,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_1+,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_1,priors_count_0
Female,c_days_from_compas_0,juv_fel_count_0,1,Greater than 45,M,white,juv_misd_count_1,days_b_screening_arrest_0,juv_other_count_2+,priors_count_15+
Female,missing,juv_fel_count_0,1,Less than 25,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_7-9
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_0
Female,c_days_from_compas_1,juv_fel_count_0,0,Less than 25,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,1,Less than 25,F,white,cjuv_misd_count_2+,days_b_screening_arrest_-1,juv_other_count_2+,priors_count_4-6
Male,c_days_from_compas_0,juv_fel_count_0,1,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,1,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_7-9
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_15+
Male,c_days_from_compas_0,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_10-15
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_1+,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_10-15
Male,c_days_from_compas_0,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_0
Male,c_days_from_compas_2-7,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Female,c_days_from_compas_0,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_1,days_b_screening_arrest_0,juv_other_count_1,priors_count_1
Female,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_0,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_1+,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_15+
Male,c_days_from_compas_8-14,juv_fel_count_1+,1,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_1+,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,cjuv_misd_count_2+,days_b_screening_arrest_-1,juv_other_count_1,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_1,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_22-28,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_lt_-3,juv_other_count_0,priors_count_0
Male,c_days_from_compas_15-21,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_lt_-3,juv_other_count_0,priors_count_4-6
Female,c_days_from_compas_2-7,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-2,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_0,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_7-9
Male,c_days_from_compas_0,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Female,c_days_from_compas_22-28,juv_fel_count_0,1,Less than 25,F,white,cjuv_misd_count_2+,days_b_screening_arrest_0,juv_other_count_2+,priors_count_1
Female,c_days_from_compas_15-21,juv_fel_count_0,0,Less than 25,M,white,juv_misd_count_1,days_b_screening_arrest_1+,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_0,juv_fel_count_0,1,25 - 45,M,white,cjuv_misd_count_2+,days_b_screening_arrest_0,juv_other_count_1,priors_count_7-9
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Female,missing,juv_fel_count_0,1,Greater than 45,M,white,juv_misd_count_1,days_b_screening_arrest_1+,juv_other_count_1,priors_count_7-9
Male,c_days_from_compas_1,juv_fel_count_0,0,Less than 25,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_29+,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_15+
Male,c_days_from_compas_0,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_1,days_b_screening_arrest_-1,juv_other_count_2+,priors_count_10-15
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,1,Less than 25,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_15+
Female,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,cjuv_misd_count_2+,days_b_screening_arrest_0,juv_other_count_1,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,0,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Female,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_7-9
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,missing,juv_fel_count_1+,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_7-9
Male,c_days_from_compas_0,juv_fel_count_0,1,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_10-15
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_15+
Male,missing,juv_fel_count_1+,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_8-14,juv_fel_count_0,1,25 - 45,F,white,cjuv_misd_count_2+,days_b_screening_arrest_lt_-3,juv_other_count_1,priors_count_2-3
Male,c_days_from_compas_2-7,juv_fel_count_0,1,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_7-9
Female,c_days_from_compas_2-7,juv_fel_count_1+,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-2,juv_other_count_0,priors_count_0
Female,c_days_from_compas_0,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_0
Male,c_days_from_compas_0,juv_fel_count_0,1,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,missing,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_1+,juv_other_count_0,priors_count_4-6
Female,c_days_from_compas_2-7,juv_fel_count_0,0,Greater than 45,M,white,juv_misd_count_1,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,0,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_2+,priors_count_7-9
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_0,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,0,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_15-21,juv_fel_count_0,0,Less than 25,F,white,cjuv_misd_count_2+,days_b_screening_arrest_lt_-3,juv_other_count_1,priors_count_10-15
Male,c_days_from_compas_0,juv_fel_count_0,0,Less than 25,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_0
Male,c_days_from_compas_0,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_0,juv_fel_count_0,1,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,1,Less than 25,M,white,juv_misd_count_1,days_b_screening_arrest_-1,juv_other_count_2+,priors_count_4-6
Male,c_days_from_compas_8-14,juv_fel_count_0,1,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_4-6
Female,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_15+
Male,c_days_from_compas_1,juv_fel_count_0,0,Less than 25,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Female,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,M,white,juv_misd_count_1,days_b_screening_arrest_-1,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_15+
Female,c_days_from_compas_8-14,juv_fel_count_1+,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_2-3
Female,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,M,white,juv_misd_count_1,days_b_screening_arrest_-1,juv_other_count_1,priors_count_0
Female,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Female,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_1,days_b_screening_arrest_-1,juv_other_count_1,priors_count_10-15
Female,c_days_from_compas_15-21,juv_fel_count_0,0,Less than 25,M,white,cjuv_misd_count_2+,days_b_screening_arrest_1+,juv_other_count_0,priors_count_10-15
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_0,juv_fel_count_0,0,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Female,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_29+,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Female,c_days_from_compas_0,juv_fel_count_0,0,Greater than 45,F,white,cjuv_misd_count_2+,days_b_screening_arrest_0,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Female,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_2-3
Female,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_15+
Male,c_days_from_compas_2-7,juv_fel_count_1+,0,25 - 45,F,white,juv_misd_count_1,days_b_screening_arrest_-1,juv_other_count_1,priors_count_1
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_2-7,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_1,priors_count_10-15
Male,c_days_from_compas_0,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_15+
Male,c_days_from_compas_1,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_0,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,0,Less than 25,M,white,juv_misd_count_1,days_b_screening_arrest_-1,juv_other_count_1,priors_count_7-9
Male,c_days_from_compas_1,juv_fel_count_0,0,25 - 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_15+
Male,c_days_from_compas_8-14,juv_fel_count_0,0,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_lt_-3,juv_other_count_0,priors_count_1
Male,missing,juv_fel_count_0,0,Less than 25,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_4-6
Male,c_days_from_compas_1,juv_fel_count_0,1,Greater than 45,F,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_15+
Male,c_days_from_compas_1,juv_fel_count_0,0,Greater than 45,M,white,juv_misd_count_0,days_b_screening_arrest_-1,juv_other_count_0,priors_count_0
Male,c_days_from_compas_22-28,juv_fel_count_0,1,25 - 45,F,white,juv_misd_count_0,days_b_screening_arrest_1+,juv_other_count_0,priors_count_4-6
