sex,days_b_screening_arrest_cat,juv_fel_count_cat,two_year_recid,age_cat,c_charge_degree,juv_misd_count_cat,juv_other_count_cat,priors_count_cat,race_cat,c_days_from_compas_cat
Female,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,1,Greater than 45,M,juv_misd_count_0,juv_other_count_2+,priors_count_7-9,non_white,c_days_from_compas_0
Female,days_b_screening_arrest_-1,juv_fel_count_0,1,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_1,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_7-9,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_4-6,non_white,c_days_from_compas_1
Female,days_b_screening_arrest_-1,juv_fel_count_1+,0,Greater than 45,M,juv_misd_count_0,juv_other_count_1,priors_count_15+,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,white,c_days_from_compas_2-7
Male,days_b_screening_arrest_0,juv_fel_count_0,0,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_4-6,non_white,c_days_from_compas_0
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,M,juv_misd_count_0,juv_other_count_1,priors_count_4-6,non_white,c_days_from_compas_15-21
Male,days_b_screening_arrest_0,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_4-6,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,M,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Less than 25,M,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-2,juv_fel_count_0,0,Less than 25,F,juv_misd_count_0,juv_other_count_2+,priors_count_0,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_1
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_29+
Female,days_b_screening_arrest_lt_-3,juv_fel_count_0,1,Less than 25,M,juv_misd_count_1,juv_other_count_2+,priors_count_10-15,non_white,c_days_from_compas_29+
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_15-21
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_22-28
Female,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,25 - 45,M,cjuv_misd_count_2+,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,Greater than 45,M,juv_misd_count_0,juv_other_count_2+,priors_count_4-6,non_white,c_days_from_compas_22-28
Female,days_b_screening_arrest_0,juv_fel_count_1+,1,25 - 45,M,cjuv_misd_count_2+,juv_other_count_0,priors_count_15+,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_0,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_7-9,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-2,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,M,juv_misd_count_0,juv_other_count_0,priors_count_7-9,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_4-6,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,M,juv_misd_count_0,juv_other_count_1,priors_count_2-3,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_4-6,non_white,c_days_from_compas_1
Female,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_0,juv_fel_count_0,1,Greater than 45,F,juv_misd_count_0,juv_other_count_2+,priors_count_2-3,non_white,c_days_from_compas_1
Female,days_b_screening_arrest_-1,juv_fel_count_0,0,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_10-15,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Less than 25,F,juv_misd_count_1,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_8-14
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,white,c_days_from_compas_1
Female,days_b_screening_arrest_1+,juv_fel_count_1+,1,Greater than 45,F,juv_misd_count_1,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_22-28
Male,days_b_screening_arrest_1+,juv_fel_count_0,1,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_29+
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_2-3,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_4-6,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_8-14
Female,days_b_screening_arrest_-1,juv_fel_count_0,0,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_15+,white,c_days_from_compas_0
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_10-15,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_1+,1,25 - 45,F,juv_misd_count_0,juv_other_count_2+,priors_count_10-15,non_white,c_days_from_compas_1
Female,days_b_screening_arrest_-2,juv_fel_count_1+,0,Less than 25,F,juv_misd_count_1,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_15-21
Male,days_b_screening_arrest_0,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_0
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_10-15,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_1+,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_29+
Male,days_b_screening_arrest_-1,juv_fel_count_1+,1,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,1,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_10-15,non_white,c_days_from_compas_0
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_1,priors_count_2-3,non_white,c_days_from_compas_8-14
Female,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_15+,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,0,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_0
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Greater than 45,M,juv_misd_count_1,juv_other_count_1,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,F,juv_misd_count_1,juv_other_count_0,priors_count_0,white,c_days_from_compas_2-7
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Female,days_b_screening_arrest_0,juv_fel_count_0,1,Less than 25,F,cjuv_misd_count_2+,juv_other_count_0,priors_count_0,white,c_days_from_compas_0
Male,days_b_screening_arrest_-1,juv_fel_count_1+,1,25 - 45,F,cjuv_misd_count_2+,juv_other_count_0,priors_count_7-9,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,1,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_0
Female,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_2-7
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,M,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_4-6,white,c_days_from_compas_0
Male,days_b_screening_arrest_0,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Female,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,white,c_days_from_compas_1
Female,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_2-3,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,F,juv_misd_count_1,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Less than 25,M,juv_misd_count_0,juv_other_count_1,priors_count_15+,white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_0
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_1,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_1+,0,Less than 25,F,juv_misd_count_1,juv_other_count_2+,priors_count_2-3,white,missing
Male,days_b_screening_arrest_1+,juv_fel_count_1+,1,25 - 45,M,juv_misd_count_0,juv_other_count_1,priors_count_2-3,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_0,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_0
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_1+,1,25 - 45,M,juv_misd_count_1,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_1+,0,Less than 25,M,juv_misd_count_0,juv_other_count_1,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_1+,1,25 - 45,F,cjuv_misd_count_2+,juv_other_count_0,priors_count_2-3,white,c_days_from_compas_15-21
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Female,days_b_screening_arrest_0,juv_fel_count_0,0,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_1
Female,days_b_screening_arrest_0,juv_fel_count_0,0,Less than 25,F,cjuv_misd_count_2+,juv_other_count_0,priors_count_0,white,c_days_from_compas_0
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_4-6,non_white,c_days_from_compas_15-21
Male,days_b_screening_arrest_0,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_7-9,white,c_days_from_compas_0
Male,days_b_screening_arrest_-2,juv_fel_count_0,1,25 - 45,M,juv_misd_count_0,juv_other_count_2+,priors_count_15+,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_0,juv_fel_count_0,1,Less than 25,F,juv_misd_count_1,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_0
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Female,days_b_screening_arrest_-1,juv_fel_count_0,0,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-2,juv_fel_count_1+,0,Less than 25,M,juv_misd_count_0,juv_other_count_2+,priors_count_0,white,c_days_from_compas_22-28
Male,days_b_screening_arrest_0,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_0
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_1,priors_count_4-6,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,M,cjuv_misd_count_2+,juv_other_count_0,priors_count_2-3,white,missing
Female,days_b_screening_arrest_-2,juv_fel_count_0,1,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_2-7
Female,days_b_screening_arrest_1+,juv_fel_count_1+,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_10-15,white,c_days_from_compas_29+
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_1,priors_count_1,white,c_days_from_compas_1
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_8-14
Female,days_b_screening_arrest_0,juv_fel_count_1+,1,Greater than 45,M,juv_misd_count_1,juv_other_count_1,priors_count_1,non_white,c_days_from_compas_2-7
Female,days_b_screening_arrest_-1,juv_fel_count_0,1,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_1
Male,days_b_screening_arrest_lt_-3,juv_fel_count_1+,1,25 - 45,F,juv_misd_count_1,juv_other_count_2+,priors_count_7-9,non_white,c_days_from_compas_15-21
Male,days_b_screening_arrest_0,juv_fel_count_0,1,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_4-6,non_white,c_days_from_compas_0
Male,days_b_screening_arrest_-2,juv_fel_count_1+,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_7-9,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_1+,1,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_7-9,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_1+,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_1,priors_count_2-3,non_white,c_days_from_compas_8-14
Male,days_b_screening_arrest_0,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_0
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_4-6,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,F,cjuv_misd_count_2+,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Female,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-2,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Greater than 45,M,juv_misd_count_0,juv_other_count_1,priors_count_10-15,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_4-6,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_15+,non_white,c_days_from_compas_0
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,M,juv_misd_count_0,juv_other_count_0,priors_count_7-9,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_4-6,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_29+
Male,days_b_screening_arrest_-2,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,missing
Female,days_b_screening_arrest_lt_-3,juv_fel_count_0,0,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_22-28
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_1,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,F,juv_misd_count_1,juv_other_count_0,priors_count_1,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,Less than 25,F,juv_misd_count_0,juv_other_count_2+,priors_count_1,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_4-6,non_white,c_days_from_compas_1
Female,days_b_screening_arrest_-2,juv_fel_count_0,1,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_-1,juv_fel_count_1+,1,25 - 45,M,cjuv_misd_count_2+,juv_other_count_0,priors_count_4-6,white,c_days_from_compas_8-14
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_1,white,c_days_from_compas_1
Male,days_b_screening_arrest_-2,juv_fel_count_1+,1,Less than 25,M,juv_misd_count_0,juv_other_count_2+,priors_count_10-15,non_white,c_days_from_compas_2-7
Female,days_b_screening_arrest_-2,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Greater than 45,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,1,Less than 25,F,juv_misd_count_1,juv_other_count_0,priors_count_1,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,Greater than 45,M,juv_misd_count_0,juv_other_count_1,priors_count_10-15,white,c_days_from_compas_1
Male,days_b_screening_arrest_1+,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_2-3,non_white,c_days_from_compas_0
Female,days_b_screening_arrest_1+,juv_fel_count_1+,0,25 - 45,M,juv_misd_count_0,juv_other_count_2+,priors_count_2-3,non_white,c_days_from_compas_22-28
Male,days_b_screening_arrest_0,juv_fel_count_0,1,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,0,Less than 25,F,juv_misd_count_0,juv_other_count_2+,priors_count_10-15,non_white,c_days_from_compas_2-7
Male,days_b_screening_arrest_0,juv_fel_count_0,1,Less than 25,F,juv_misd_count_0,juv_other_count_0,priors_count_7-9,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_7-9,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_2+,priors_count_4-6,white,c_days_from_compas_8-14
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_1
Male,days_b_screening_arrest_0,juv_fel_count_0,0,Greater than 45,M,juv_misd_count_0,juv_other_count_0,priors_count_1,non_white,c_days_from_compas_0
Male,days_b_screening_arrest_1+,juv_fel_count_0,0,Less than 25,M,juv_misd_count_0,juv_other_count_1,priors_count_7-9,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_1
Female,days_b_screening_arrest_lt_-3,juv_fel_count_1+,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_7-9,white,c_days_from_compas_8-14
Female,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,white,c_days_from_compas_1
Male,days_b_screening_arrest_-1,juv_fel_count_0,0,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_4-6,white,c_days_from_compas_1
Female,days_b_screening_arrest_lt_-3,juv_fel_count_1+,1,25 - 45,F,cjuv_misd_count_2+,juv_other_count_0,priors_count_4-6,white,c_days_from_compas_22-28
Male,days_b_screening_arrest_-1,juv_fel_count_0,1,25 - 45,F,juv_misd_count_0,juv_other_count_0,priors_count_1,white,c_days_from_compas_1
Male,days_b_screening_arrest_lt_-3,juv_fel_count_1+,0,25 - 45,M,juv_misd_count_0,juv_other_count_0,priors_count_0,non_white,c_days_from_compas_2-7
