sex,juv_misd_count_cat,age_cat,priors_count_cat,juv_other_count_cat,race_cat,c_charge_degree,juv_fel_count_cat,two_year_recid,c_days_from_compas_cat,days_b_screening_arrest_cat
Female,juv_misd_count_0,Greater than 45,priors_count_1,juv_other_count_2+,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,Greater than 45,priors_count_0,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_10-15,juv_other_count_0,non_white,M,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_1,Greater than 45,priors_count_10-15,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_1,Greater than 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_1+,0,c_days_from_compas_15-21,days_b_screening_arrest_1+
Male,juv_misd_count_0,25 - 45,priors_count_7-9,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_2-3,juv_other_count_0,non_white,M,juv_fel_count_0,1,c_days_from_compas_8-14,days_b_screening_arrest_0
Female,cjuv_misd_count_2+,25 - 45,priors_count_4-6,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,cjuv_misd_count_2+,25 - 45,priors_count_7-9,juv_other_count_0,non_white,M,juv_fel_count_1+,1,c_days_from_compas_15-21,days_b_screening_arrest_lt_-3
Female,juv_misd_count_0,Greater than 45,priors_count_2-3,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_22-28,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_2-3,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_2+,white,M,juv_fel_count_0,0,c_days_from_compas_22-28,days_b_screening_arrest_lt_-3
Female,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_2-3,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_7-9,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_1,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_15+,juv_other_count_0,white,F,juv_fel_count_1+,0,missing,days_b_screening_arrest_-1
Male,juv_misd_count_1,Less than 25,priors_count_4-6,juv_other_count_0,white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_1,juv_other_count_0,white,M,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_4-6,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_15-21,days_b_screening_arrest_1+
Male,juv_misd_count_0,Greater than 45,priors_count_2-3,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,Greater than 45,priors_count_15+,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_1,25 - 45,priors_count_7-9,juv_other_count_1,non_white,F,juv_fel_count_0,1,c_days_from_compas_8-14,days_b_screening_arrest_1+
Female,juv_misd_count_0,Greater than 45,priors_count_0,juv_other_count_0,white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,1,missing,days_b_screening_arrest_-1
Male,juv_misd_count_1,25 - 45,priors_count_2-3,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_29+,days_b_screening_arrest_1+
Male,cjuv_misd_count_2+,25 - 45,priors_count_15+,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,Less than 25,priors_count_4-6,juv_other_count_0,non_white,M,juv_fel_count_0,1,c_days_from_compas_15-21,days_b_screening_arrest_1+
Male,juv_misd_count_0,25 - 45,priors_count_10-15,juv_other_count_0,white,M,juv_fel_count_1+,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_2-3,juv_other_count_0,white,M,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_7-9,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_1,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_-1
Female,cjuv_misd_count_2+,25 - 45,priors_count_7-9,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_2-7,days_b_screening_arrest_lt_-3
Male,juv_misd_count_0,Greater than 45,priors_count_0,juv_other_count_1,non_white,M,juv_fel_count_1+,1,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,Less than 25,priors_count_1,juv_other_count_2+,non_white,M,juv_fel_count_0,0,c_days_from_compas_22-28,days_b_screening_arrest_lt_-3
Male,juv_misd_count_0,25 - 45,priors_count_4-6,juv_other_count_0,non_white,M,juv_fel_count_0,1,c_days_from_compas_2-7,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_2-3,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_22-28,days_b_screening_arrest_lt_-3
Male,juv_misd_count_0,Greater than 45,priors_count_7-9,juv_other_count_0,white,F,juv_fel_count_1+,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_22-28,days_b_screening_arrest_lt_-3
Male,juv_misd_count_0,25 - 45,priors_count_4-6,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_7-9,juv_other_count_0,non_white,M,juv_fel_count_1+,1,c_days_from_compas_0,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,Greater than 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_4-6,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_2-3,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_misd_count_0,Less than 25,priors_count_2-3,juv_other_count_1,non_white,M,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_1,25 - 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_0,days_b_screening_arrest_1+
Male,juv_misd_count_0,25 - 45,priors_count_4-6,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_1,25 - 45,priors_count_4-6,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_1+,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_10-15,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_2-3,juv_other_count_0,white,M,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_0
Female,juv_misd_count_0,25 - 45,priors_count_4-6,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_2-3,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,white,F,juv_fel_count_1+,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,cjuv_misd_count_2+,25 - 45,priors_count_2-3,juv_other_count_0,white,M,juv_fel_count_1+,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_1,juv_other_count_1,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_0
Female,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_2+,white,M,juv_fel_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_4-6,juv_other_count_0,non_white,M,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_4-6,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,Greater than 45,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,Greater than 45,priors_count_1,juv_other_count_0,non_white,M,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_1,Greater than 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_2+,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,Greater than 45,priors_count_2-3,juv_other_count_2+,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_2-3,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_misd_count_0,Greater than 45,priors_count_1,juv_other_count_2+,white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_4-6,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_4-6,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_7-9,juv_other_count_0,white,F,juv_fel_count_1+,1,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_2+,white,M,juv_fel_count_0,1,c_days_from_compas_2-7,days_b_screening_arrest_0
Female,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_1+,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,white,M,juv_fel_count_1+,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_4-6,juv_other_count_0,white,F,juv_fel_count_1+,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_lt_-3
Male,juv_misd_count_1,25 - 45,priors_count_4-6,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_1,white,M,juv_fel_count_0,1,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_1,25 - 45,priors_count_1,juv_other_count_0,white,M,juv_fel_count_0,1,missing,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_2-3,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,cjuv_misd_count_2+,Greater than 45,priors_count_0,juv_other_count_0,white,M,juv_fel_count_0,1,c_days_from_compas_0,days_b_screening_arrest_1+
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_lt_-3
Male,juv_misd_count_0,Greater than 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,Greater than 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_10-15,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_29+,days_b_screening_arrest_1+
Male,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_15+,juv_other_count_2+,non_white,F,juv_fel_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Female,cjuv_misd_count_2+,Less than 25,priors_count_1,juv_other_count_1,non_white,M,juv_fel_count_1+,0,c_days_from_compas_22-28,days_b_screening_arrest_-2
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,Greater than 45,priors_count_2-3,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,Less than 25,priors_count_1,juv_other_count_0,non_white,M,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_15+,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_2-3,juv_other_count_1,white,F,juv_fel_count_1+,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_4-6,juv_other_count_2+,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_7-9,juv_other_count_0,non_white,M,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_2-3,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_7-9,juv_other_count_1,non_white,M,juv_fel_count_1+,1,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_misd_count_0,Less than 25,priors_count_2-3,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_-2
Male,juv_misd_count_0,Greater than 45,priors_count_1,juv_other_count_1,non_white,M,juv_fel_count_0,1,c_days_from_compas_0,days_b_screening_arrest_0
Male,cjuv_misd_count_2+,Greater than 45,priors_count_0,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,white,M,juv_fel_count_0,1,c_days_from_compas_8-14,days_b_screening_arrest_lt_-3
Male,juv_misd_count_0,Greater than 45,priors_count_4-6,juv_other_count_1,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_2+,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_10-15,juv_other_count_2+,white,F,juv_fel_count_0,1,c_days_from_compas_0,days_b_screening_arrest_0
Female,juv_misd_count_0,Greater than 45,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_8-14,days_b_screening_arrest_lt_-3
Male,juv_misd_count_0,Greater than 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_-1
Female,juv_misd_count_1,25 - 45,priors_count_4-6,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_8-14,days_b_screening_arrest_-2
Female,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,Greater than 45,priors_count_15+,juv_other_count_0,non_white,F,juv_fel_count_1+,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_22-28,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,0,missing,days_b_screening_arrest_lt_-3
Male,juv_misd_count_1,Greater than 45,priors_count_1,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_1+
Female,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_4-6,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Less than 25,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_2-3,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_29+,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_2-3,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,Greater than 45,priors_count_15+,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_4-6,juv_other_count_0,white,M,juv_fel_count_0,1,c_days_from_compas_29+,days_b_screening_arrest_0
Male,juv_misd_count_1,25 - 45,priors_count_15+,juv_other_count_0,white,F,juv_fel_count_1+,1,c_days_from_compas_22-28,days_b_screening_arrest_-2
Male,juv_misd_count_0,25 - 45,priors_count_10-15,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_misd_count_0,Less than 25,priors_count_2-3,juv_other_count_1,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_7-9,juv_other_count_0,white,F,juv_fel_count_1+,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_1+,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_10-15,juv_other_count_0,non_white,F,juv_fel_count_1+,1,c_days_from_compas_1,days_b_screening_arrest_0
Female,juv_misd_count_1,25 - 45,priors_count_10-15,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,Greater than 45,priors_count_0,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_0
Male,juv_misd_count_1,Less than 25,priors_count_2-3,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_8-14,days_b_screening_arrest_-2
Female,juv_misd_count_0,25 - 45,priors_count_10-15,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_2-3,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_29+,days_b_screening_arrest_1+
Female,juv_misd_count_0,25 - 45,priors_count_1,juv_other_count_0,non_white,M,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_lt_-3
Male,juv_misd_count_0,Greater than 45,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_0,1,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,Less than 25,priors_count_0,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_0,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_2-3,juv_other_count_0,non_white,M,juv_fel_count_0,0,missing,days_b_screening_arrest_0
Male,juv_misd_count_0,Greater than 45,priors_count_10-15,juv_other_count_0,non_white,M,juv_fel_count_0,0,missing,days_b_screening_arrest_-1
Male,juv_misd_count_0,25 - 45,priors_count_2-3,juv_other_count_0,non_white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_0
Female,juv_misd_count_0,25 - 45,priors_count_2-3,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_2-7,days_b_screening_arrest_0
Male,juv_misd_count_0,25 - 45,priors_count_10-15,juv_other_count_0,white,M,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Female,cjuv_misd_count_2+,25 - 45,priors_count_4-6,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_15-21,days_b_screening_arrest_-2
Female,juv_misd_count_1,25 - 45,priors_count_2-3,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_2-3,juv_other_count_0,white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-1
Female,juv_misd_count_0,25 - 45,priors_count_4-6,juv_other_count_0,non_white,F,juv_fel_count_0,1,c_days_from_compas_1,days_b_screening_arrest_-2
Male,juv_misd_count_0,25 - 45,priors_count_0,juv_other_count_0,non_white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_-1
Male,juv_misd_count_0,Greater than 45,priors_count_0,juv_other_count_0,white,F,juv_fel_count_0,0,c_days_from_compas_1,days_b_screening_arrest_0
