sex,priors_count_cat,c_days_from_compas_cat,age_cat,juv_other_count_cat,c_charge_degree,juv_misd_count_cat,race_cat,juv_fel_count_cat,days_b_screening_arrest_cat,two_year_recid
Male,priors_count_4-6,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_15-21,Less than 25,juv_other_count_2+,M,juv_misd_count_0,non_white,juv_fel_count_1+,days_b_screening_arrest_0,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_7-9,c_days_from_compas_1,25 - 45,juv_other_count_0,F,cjuv_misd_count_2+,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_0,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_7-9,missing,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_1+,days_b_screening_arrest_-2,0
Male,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_0,c_days_from_compas_0,25 - 45,juv_other_count_2+,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-2,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_0,c_days_from_compas_8-14,Greater than 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_1+,days_b_screening_arrest_lt_-3,0
Male,priors_count_1,c_days_from_compas_15-21,Greater than 45,juv_other_count_0,M,juv_misd_count_1,white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_4-6,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_1,c_days_from_compas_2-7,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_1+,days_b_screening_arrest_-2,0
Male,priors_count_1,c_days_from_compas_1,Less than 25,juv_other_count_0,F,cjuv_misd_count_2+,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_4-6,c_days_from_compas_8-14,25 - 45,juv_other_count_0,M,juv_misd_count_1,non_white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_2-3,c_days_from_compas_0,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_0,0
Female,priors_count_2-3,c_days_from_compas_8-14,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_4-6,c_days_from_compas_0,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_1+,days_b_screening_arrest_0,0
Male,priors_count_2-3,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_4-6,c_days_from_compas_2-7,Less than 25,juv_other_count_1,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_1+,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_1,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_2-3,c_days_from_compas_1,Less than 25,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_7-9,c_days_from_compas_2-7,Less than 25,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_1,c_days_from_compas_1,Less than 25,juv_other_count_1,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_1,Less than 25,juv_other_count_1,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_2-7,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-2,0
Male,priors_count_4-6,c_days_from_compas_8-14,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Female,priors_count_1,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_7-9,c_days_from_compas_0,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_1,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_1,c_days_from_compas_2-7,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_2-3,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,M,cjuv_misd_count_2+,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_1,Less than 25,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_2-3,c_days_from_compas_29+,Less than 25,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_7-9,c_days_from_compas_29+,Less than 25,juv_other_count_2+,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Female,priors_count_0,c_days_from_compas_1,Less than 25,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_1,c_days_from_compas_1,Less than 25,juv_other_count_2+,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_0,Less than 25,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_2-3,c_days_from_compas_22-28,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_0,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_1,c_days_from_compas_1,Less than 25,juv_other_count_1,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_4-6,c_days_from_compas_22-28,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_0,c_days_from_compas_0,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_2-3,c_days_from_compas_0,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_4-6,c_days_from_compas_1,25 - 45,juv_other_count_2+,M,juv_misd_count_0,white,juv_fel_count_1+,days_b_screening_arrest_0,0
Male,priors_count_2-3,c_days_from_compas_1,Greater than 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,Less than 25,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,missing,Less than 25,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_1+,days_b_screening_arrest_lt_-3,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_1,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_22-28,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_1+,days_b_screening_arrest_lt_-3,0
Male,priors_count_4-6,c_days_from_compas_0,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_0,c_days_from_compas_2-7,Greater than 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_4-6,c_days_from_compas_0,25 - 45,juv_other_count_0,F,cjuv_misd_count_2+,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_10-15,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_0,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_1,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_10-15,c_days_from_compas_29+,Greater than 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_1+,days_b_screening_arrest_-2,0
Female,priors_count_2-3,c_days_from_compas_1,Less than 25,juv_other_count_0,F,juv_misd_count_1,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Female,priors_count_0,c_days_from_compas_2-7,Less than 25,juv_other_count_0,M,cjuv_misd_count_2+,non_white,juv_fel_count_0,days_b_screening_arrest_-2,0
Male,priors_count_7-9,c_days_from_compas_1,Less than 25,juv_other_count_0,F,cjuv_misd_count_2+,non_white,juv_fel_count_1+,days_b_screening_arrest_-1,0
Female,priors_count_1,c_days_from_compas_22-28,Greater than 45,juv_other_count_1,M,juv_misd_count_1,non_white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Female,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_1,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_2-3,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_1,missing,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_0,c_days_from_compas_1,Greater than 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_1,Less than 25,juv_other_count_1,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_0,c_days_from_compas_0,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_4-6,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_0,c_days_from_compas_2-7,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Female,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_1,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_4-6,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_0,c_days_from_compas_8-14,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_1+,days_b_screening_arrest_1+,0
Male,priors_count_10-15,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_0,c_days_from_compas_2-7,Greater than 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-2,0
Female,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_7-9,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_2-3,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_7-9,c_days_from_compas_1,Less than 25,juv_other_count_1,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_4-6,c_days_from_compas_29+,25 - 45,juv_other_count_1,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_0,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_7-9,c_days_from_compas_22-28,Greater than 45,juv_other_count_1,F,juv_misd_count_0,non_white,juv_fel_count_1+,days_b_screening_arrest_0,0
Female,priors_count_0,c_days_from_compas_2-7,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-2,0
Female,priors_count_2-3,c_days_from_compas_2-7,Less than 25,juv_other_count_0,F,juv_misd_count_1,non_white,juv_fel_count_1+,days_b_screening_arrest_-2,0
Male,priors_count_0,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_22-28,Less than 25,juv_other_count_1,F,juv_misd_count_0,non_white,juv_fel_count_1+,days_b_screening_arrest_-1,0
Male,priors_count_7-9,c_days_from_compas_1,Greater than 45,juv_other_count_1,M,juv_misd_count_1,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_4-6,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_1,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_0,c_days_from_compas_0,Greater than 45,juv_other_count_1,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_4-6,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_1+,days_b_screening_arrest_-1,0
Male,priors_count_7-9,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_0,c_days_from_compas_0,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_2-3,c_days_from_compas_15-21,Less than 25,juv_other_count_1,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_1,c_days_from_compas_2-7,25 - 45,juv_other_count_0,F,juv_misd_count_1,non_white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_4-6,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_1,Less than 25,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_2-7,Greater than 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Female,priors_count_10-15,c_days_from_compas_22-28,Less than 25,juv_other_count_2+,F,juv_misd_count_1,white,juv_fel_count_1+,days_b_screening_arrest_0,0
Female,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_1,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_1+,0
Male,priors_count_1,c_days_from_compas_2-7,Less than 25,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_1+,days_b_screening_arrest_lt_-3,0
Male,priors_count_0,c_days_from_compas_1,Greater than 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_2-3,c_days_from_compas_1,Less than 25,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_1,Less than 25,juv_other_count_2+,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_1,c_days_from_compas_2-7,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-2,0
Male,priors_count_7-9,c_days_from_compas_2-7,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_2-3,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_7-9,c_days_from_compas_1,25 - 45,juv_other_count_2+,M,juv_misd_count_1,white,juv_fel_count_0,days_b_screening_arrest_-2,0
Female,priors_count_0,c_days_from_compas_2-7,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-2,0
Female,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,Less than 25,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,M,cjuv_misd_count_2+,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_1,Greater than 45,juv_other_count_1,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_0,25 - 45,juv_other_count_0,M,juv_misd_count_1,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_15+,c_days_from_compas_15-21,Less than 25,juv_other_count_0,M,juv_misd_count_1,white,juv_fel_count_1+,days_b_screening_arrest_-2,0
Male,priors_count_2-3,c_days_from_compas_2-7,25 - 45,juv_other_count_1,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Female,priors_count_15+,c_days_from_compas_22-28,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_2-3,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_2-3,c_days_from_compas_0,25 - 45,juv_other_count_0,F,cjuv_misd_count_2+,white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_2-3,c_days_from_compas_0,25 - 45,juv_other_count_0,M,cjuv_misd_count_2+,white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_2-3,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_0,c_days_from_compas_1,Less than 25,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_7-9,c_days_from_compas_1,Less than 25,juv_other_count_0,M,cjuv_misd_count_2+,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_1,Less than 25,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_4-6,c_days_from_compas_15-21,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_2-7,Greater than 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_lt_-3,0
Male,priors_count_1,c_days_from_compas_2-7,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_1+,0
Male,priors_count_4-6,c_days_from_compas_22-28,Greater than 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_1+,days_b_screening_arrest_lt_-3,0
Male,priors_count_0,c_days_from_compas_1,Less than 25,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_0,c_days_from_compas_0,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Female,priors_count_4-6,missing,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_2-3,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_10-15,c_days_from_compas_1,Greater than 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_1+,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_1+,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_4-6,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_1+,days_b_screening_arrest_-1,0
Female,priors_count_2-3,c_days_from_compas_1,Greater than 45,juv_other_count_2+,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,Greater than 45,juv_other_count_0,M,juv_misd_count_1,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_1,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_2-3,c_days_from_compas_1,Less than 25,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_0,c_days_from_compas_1,Greater than 45,juv_other_count_0,F,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_4-6,c_days_from_compas_0,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_0,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_4-6,c_days_from_compas_1,Less than 25,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,Greater than 45,juv_other_count_0,M,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_4-6,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_1+,days_b_screening_arrest_-1,0
Female,priors_count_0,c_days_from_compas_1,25 - 45,juv_other_count_0,M,juv_misd_count_0,white,juv_fel_count_0,days_b_screening_arrest_-1,0
Male,priors_count_0,c_days_from_compas_1,Less than 25,juv_other_count_0,M,juv_misd_count_1,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
Female,priors_count_1,c_days_from_compas_1,25 - 45,juv_other_count_0,F,juv_misd_count_0,non_white,juv_fel_count_0,days_b_screening_arrest_-1,0
