fam_inc,male,lsat_bin,ugpa_bin,admit,race
3.0,1.0,lsat_39_43,ugpa_3.25_3.5,0,White
2.0,1.0,lsat_23_27,ugpa_3.0_3.25,0,Non-White
4.0,0.0,lsat_39_43,ugpa_3.5_3.75,0,White
5.0,0.0,lsat_31_35,ugpa_2.75_3.0,0,White
5.0,1.0,lsat_31_35,ugpa_2.75_3.0,0,White
3.0,1.0,lsat_23_27,ugpa_3.5_3.75,0,White
4.0,1.0,lsat_39_43,ugpa_3.25_3.5,0,White
4.0,0.0,lsat_31_35,ugpa_2.75_3.0,0,Non-White
3.0,1.0,lsat_11_15,ugpa_2.75_3.0,1,Non-White
3.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
1.0,1.0,lsat_43_47,ugpa_2.75_3.0,0,Non-White
4.0,0.0,lsat_35_39,ugpa_2.75_3.0,0,White
3.0,1.0,lsat_39_43,ugpa_3.5_3.75,0,Non-White
3.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,Non-White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_39_43,ugpa_3.0_3.25,0,White
4.0,0.0,lsat_39_43,ugpa_3.5_3.75,0,White
2.0,1.0,lsat_31_35,ugpa_3.5_3.75,0,White
5.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_23_27,ugpa_2.25_2.5,1,Non-White
3.0,0.0,lsat_31_35,ugpa_2.25_2.5,0,Non-White
4.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,White
2.0,1.0,lsat_27_31,ugpa_3.5_3.75,0,White
3.0,0.0,lsat_31_35,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_23_27,ugpa_3.5_3.75,0,White
5.0,1.0,lsat_27_31,ugpa_3.5_3.75,0,White
2.0,0.0,lsat_23_27,ugpa_2.75_3.0,0,White
2.0,1.0,lsat_31_35,ugpa_3.0_3.25,0,White
2.0,0.0,lsat_39_43,ugpa_3.5_3.75,0,White
3.0,0.0,lsat_23_27,ugpa_3.0_3.25,0,White
3.0,1.0,lsat_39_43,ugpa_3.5_3.75,0,White
3.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_31_35,ugpa_2.5_2.75,0,Non-White
4.0,1.0,lsat_35_39,ugpa_3.0_3.25,0,White
3.0,0.0,lsat_39_43,ugpa_3.75_4.0,0,White
4.0,1.0,lsat_39_43,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_31_35,ugpa_3.25_3.5,0,White
4.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,White
3.0,1.0,lsat_39_43,ugpa_2.75_3.0,0,Non-White
4.0,0.0,lsat_35_39,ugpa_2.75_3.0,0,White
4.0,0.0,lsat_39_43,ugpa_3.25_3.5,0,White
4.0,0.0,lsat_35_39,ugpa_3.0_3.25,0,Non-White
3.0,1.0,lsat_39_43,ugpa_3.25_3.5,0,White
4.0,0.0,lsat_27_31,ugpa_3.5_3.75,0,White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_35_39,ugpa_3.0_3.25,0,Non-White
4.0,0.0,lsat_27_31,ugpa_2.75_3.0,0,White
3.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,Non-White
2.0,1.0,lsat_39_43,ugpa_3.5_3.75,0,White
1.0,0.0,lsat_35_39,ugpa_1.75_2.0,0,White
4.0,1.0,lsat_35_39,ugpa_2.0_2.25,0,White
1.0,1.0,lsat_35_39,ugpa_1.5_1.75,1,Non-White
3.0,0.0,lsat_23_27,ugpa_3.25_3.5,0,White
5.0,1.0,lsat_35_39,ugpa_3.5_3.75,0,White
2.0,1.0,lsat_35_39,ugpa_3.5_3.75,0,White
4.0,1.0,lsat_27_31,ugpa_3.5_3.75,0,White
2.0,1.0,lsat_27_31,ugpa_3.5_3.75,0,White
3.0,1.0,lsat_35_39,ugpa_3.0_3.25,0,White
4.0,0.0,lsat_35_39,ugpa_3.0_3.25,0,White
4.0,1.0,lsat_39_43,ugpa_3.75_4.0,0,White
4.0,1.0,lsat_39_43,ugpa_2.75_3.0,0,White
3.0,1.0,lsat_43_47,ugpa_2.0_2.25,1,Non-White
4.0,0.0,lsat_27_31,ugpa_2.25_2.5,0,Non-White
2.0,0.0,lsat_35_39,ugpa_3.75_4.0,0,White
3.0,1.0,lsat_27_31,ugpa_3.0_3.25,0,White
5.0,0.0,lsat_35_39,ugpa_2.5_2.75,0,White
3.0,0.0,lsat_27_31,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_39_43,ugpa_3.0_3.25,0,White
3.0,1.0,lsat_35_39,ugpa_2.5_2.75,0,White
3.0,1.0,lsat_27_31,ugpa_2.25_2.5,0,Non-White
3.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,White
3.0,0.0,lsat_27_31,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_31_35,ugpa_2.75_3.0,0,White
4.0,0.0,lsat_31_35,ugpa_3.5_3.75,0,White
2.0,0.0,lsat_31_35,ugpa_2.75_3.0,0,White
2.0,1.0,lsat_19_23,ugpa_3.5_3.75,1,White
3.0,1.0,lsat_43_47,ugpa_3.5_3.75,1,White
4.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_39_43,ugpa_3.0_3.25,0,Non-White
5.0,1.0,lsat_35_39,ugpa_3.5_3.75,0,Non-White
5.0,0.0,lsat_43_47,ugpa_3.75_4.0,0,Non-White
2.0,0.0,lsat_27_31,ugpa_3.25_3.5,1,White
4.0,0.0,lsat_43_47,ugpa_2.75_3.0,1,Non-White
3.0,1.0,lsat_31_35,ugpa_2.5_2.75,0,White
4.0,1.0,lsat_31_35,ugpa_3.0_3.25,0,White
5.0,0.0,lsat_31_35,ugpa_2.5_2.75,0,White
4.0,1.0,lsat_43_47,ugpa_3.75_4.0,1,Non-White
4.0,1.0,lsat_39_43,ugpa_3.5_3.75,0,White
4.0,1.0,lsat_35_39,ugpa_2.5_2.75,0,White
4.0,0.0,lsat_31_35,ugpa_3.25_3.5,0,White
5.0,0.0,lsat_43_47,ugpa_3.5_3.75,1,White
3.0,1.0,lsat_35_39,ugpa_3.5_3.75,0,White
2.0,1.0,lsat_27_31,ugpa_3.75_4.0,0,White
3.0,1.0,lsat_43_47,ugpa_3.0_3.25,1,White
4.0,1.0,lsat_31_35,ugpa_3.25_3.5,0,Non-White
3.0,1.0,lsat_27_31,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_39_43,ugpa_2.75_3.0,0,Non-White
4.0,1.0,lsat_31_35,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_27_31,ugpa_3.75_4.0,0,White
4.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,White
5.0,1.0,lsat_43_47,ugpa_3.0_3.25,1,White
4.0,0.0,lsat_39_43,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_39_43,ugpa_2.75_3.0,0,White
5.0,1.0,lsat_39_43,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_27_31,ugpa_3.75_4.0,0,White
4.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
1.0,1.0,lsat_27_31,ugpa_3.5_3.75,0,White
4.0,1.0,lsat_39_43,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_39_43,ugpa_3.75_4.0,0,White
3.0,1.0,lsat_31_35,ugpa_2.75_3.0,0,White
2.0,1.0,lsat_15_19,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_39_43,ugpa_2.75_3.0,0,White
4.0,0.0,lsat_39_43,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_31_35,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_39_43,ugpa_3.75_4.0,0,White
2.0,0.0,lsat_31_35,ugpa_2.25_2.5,0,White
3.0,0.0,lsat_23_27,ugpa_3.75_4.0,1,White
4.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_39_43,ugpa_2.75_3.0,0,Non-White
4.0,1.0,lsat_31_35,ugpa_2.75_3.0,0,White
3.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,White
5.0,0.0,lsat_35_39,ugpa_1.5_1.75,0,Non-White
4.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_27_31,ugpa_3.75_4.0,0,White
2.0,1.0,lsat_31_35,ugpa_2.75_3.0,0,Non-White
4.0,1.0,lsat_35_39,ugpa_3.0_3.25,0,White
4.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,White
4.0,0.0,lsat_35_39,ugpa_2.25_2.5,0,Non-White
4.0,0.0,lsat_39_43,ugpa_3.25_3.5,0,Non-White
4.0,1.0,lsat_35_39,ugpa_3.75_4.0,0,White
3.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,White
2.0,1.0,lsat_31_35,ugpa_3.5_3.75,0,White
4.0,0.0,lsat_35_39,ugpa_2.75_3.0,0,White
3.0,0.0,lsat_23_27,ugpa_3.75_4.0,0,White
3.0,0.0,lsat_27_31,ugpa_3.0_3.25,0,White
3.0,0.0,lsat_35_39,ugpa_3.0_3.25,0,Non-White
4.0,1.0,lsat_27_31,ugpa_2.75_3.0,0,White
3.0,1.0,lsat_39_43,ugpa_3.75_4.0,0,White
3.0,1.0,lsat_39_43,ugpa_3.5_3.75,0,White
5.0,1.0,lsat_35_39,ugpa_3.5_3.75,0,White
3.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
3.0,0.0,lsat_19_23,ugpa_2.25_2.5,1,White
2.0,0.0,lsat_19_23,ugpa_2.75_3.0,1,White
5.0,0.0,lsat_35_39,ugpa_2.5_2.75,0,White
3.0,1.0,lsat_43_47,ugpa_3.5_3.75,1,White
4.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,White
2.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_39_43,ugpa_2.5_2.75,0,White
3.0,1.0,lsat_35_39,ugpa_3.0_3.25,0,Non-White
3.0,1.0,lsat_35_39,ugpa_3.0_3.25,0,White
4.0,1.0,lsat_31_35,ugpa_3.25_3.5,0,White
4.0,0.0,lsat_39_43,ugpa_3.5_3.75,0,White
2.0,1.0,lsat_31_35,ugpa_3.5_3.75,0,White
3.0,0.0,lsat_27_31,ugpa_2.5_2.75,0,White
3.0,0.0,lsat_31_35,ugpa_3.5_3.75,0,White
4.0,0.0,lsat_35_39,ugpa_3.5_3.75,0,White
3.0,1.0,lsat_31_35,ugpa_3.75_4.0,0,White
4.0,0.0,lsat_35_39,ugpa_3.5_3.75,0,White
5.0,0.0,lsat_35_39,ugpa_3.0_3.25,0,White
5.0,0.0,lsat_35_39,ugpa_2.75_3.0,0,Non-White
4.0,0.0,lsat_35_39,ugpa_2.75_3.0,0,Non-White
3.0,0.0,lsat_35_39,ugpa_3.75_4.0,0,White
3.0,0.0,lsat_31_35,ugpa_2.75_3.0,0,White
3.0,1.0,lsat_19_23,ugpa_2.0_2.25,0,White
5.0,0.0,lsat_23_27,ugpa_2.5_2.75,0,White
3.0,1.0,lsat_35_39,ugpa_1.5_1.75,0,White
3.0,0.0,lsat_39_43,ugpa_2.75_3.0,0,White
2.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,Non-White
4.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
3.0,1.0,lsat_39_43,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_19_23,ugpa_2.75_3.0,1,White
3.0,0.0,lsat_31_35,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_27_31,ugpa_3.5_3.75,0,White
4.0,0.0,lsat_39_43,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_19_23,ugpa_2.0_2.25,1,White
3.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,0.0,lsat_31_35,ugpa_2.75_3.0,0,White
3.0,1.0,lsat_31_35,ugpa_3.25_3.5,0,White
2.0,0.0,lsat_31_35,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
2.0,1.0,lsat_19_23,ugpa_2.75_3.0,0,Non-White
5.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
4.0,0.0,lsat_39_43,ugpa_3.75_4.0,0,White
5.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
4.0,0.0,lsat_39_43,ugpa_3.75_4.0,0,White
1.0,0.0,lsat_27_31,ugpa_3.25_3.5,0,White
2.0,0.0,lsat_31_35,ugpa_3.25_3.5,0,Non-White
4.0,1.0,lsat_39_43,ugpa_3.5_3.75,0,White
3.0,0.0,lsat_35_39,ugpa_2.75_3.0,0,Non-White
3.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_35_39,ugpa_2.0_2.25,0,Non-White
2.0,1.0,lsat_31_35,ugpa_3.0_3.25,0,White
4.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,0.0,lsat_23_27,ugpa_3.5_3.75,0,White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_31_35,ugpa_3.0_3.25,0,Non-White
3.0,0.0,lsat_43_47,ugpa_3.5_3.75,1,Non-White
5.0,0.0,lsat_27_31,ugpa_2.5_2.75,0,White
4.0,0.0,lsat_31_35,ugpa_3.25_3.5,0,White
4.0,0.0,lsat_23_27,ugpa_2.75_3.0,0,White
3.0,0.0,lsat_31_35,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_31_35,ugpa_2.75_3.0,0,White
4.0,0.0,lsat_31_35,ugpa_2.25_2.5,0,Non-White
5.0,1.0,lsat_39_43,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_27_31,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_19_23,ugpa_2.75_3.0,0,White
4.0,0.0,lsat_39_43,ugpa_3.5_3.75,0,White
3.0,1.0,lsat_43_47,ugpa_2.75_3.0,1,White
3.0,0.0,lsat_23_27,ugpa_2.0_2.25,0,White
3.0,0.0,lsat_39_43,ugpa_3.75_4.0,0,White
4.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,White
2.0,1.0,lsat_23_27,ugpa_2.75_3.0,0,Non-White
4.0,1.0,lsat_39_43,ugpa_3.5_3.75,0,White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_39_43,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_19_23,ugpa_3.25_3.5,1,White
2.0,0.0,lsat_27_31,ugpa_3.5_3.75,0,White
4.0,0.0,lsat_31_35,ugpa_2.75_3.0,0,Non-White
4.0,0.0,lsat_31_35,ugpa_3.75_4.0,0,White
4.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_35_39,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_27_31,ugpa_3.0_3.25,0,White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_39_43,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_23_27,ugpa_2.25_2.5,0,White
4.0,0.0,lsat_27_31,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_35_39,ugpa_2.5_2.75,0,White
3.0,1.0,lsat_43_47,ugpa_3.25_3.5,1,White
4.0,0.0,lsat_39_43,ugpa_3.5_3.75,0,White
4.0,0.0,lsat_31_35,ugpa_2.5_2.75,0,White
3.0,1.0,lsat_39_43,ugpa_3.75_4.0,0,White
1.0,1.0,lsat_35_39,ugpa_3.0_3.25,1,Non-White
3.0,0.0,lsat_31_35,ugpa_3.5_3.75,0,White
3.0,0.0,lsat_31_35,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_39_43,ugpa_3.0_3.25,0,White
5.0,1.0,lsat_35_39,ugpa_3.0_3.25,0,White
3.0,0.0,lsat_27_31,ugpa_3.5_3.75,0,White
3.0,0.0,lsat_39_43,ugpa_3.0_3.25,0,White
2.0,1.0,lsat_27_31,ugpa_3.0_3.25,0,White
4.0,0.0,lsat_39_43,ugpa_3.5_3.75,0,White
4.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_27_31,ugpa_3.75_4.0,0,White
4.0,0.0,lsat_19_23,ugpa_3.0_3.25,0,White
3.0,1.0,lsat_27_31,ugpa_3.0_3.25,0,White
2.0,1.0,lsat_23_27,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_35_39,ugpa_3.0_3.25,0,White
3.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
5.0,0.0,lsat_39_43,ugpa_2.25_2.5,0,White
4.0,0.0,lsat_39_43,ugpa_2.5_2.75,0,White
4.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
5.0,0.0,lsat_27_31,ugpa_2.75_3.0,0,White
5.0,1.0,lsat_39_43,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_31_35,ugpa_2.75_3.0,0,White
2.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,0.0,lsat_23_27,ugpa_2.25_2.5,0,White
4.0,0.0,lsat_31_35,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_35_39,ugpa_2.75_3.0,0,White
5.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,White
4.0,1.0,lsat_31_35,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_31_35,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,0.0,lsat_23_27,ugpa_2.75_3.0,0,White
3.0,0.0,lsat_11_15,ugpa_2.0_2.25,1,White
2.0,0.0,lsat_15_19,ugpa_3.0_3.25,0,White
3.0,1.0,lsat_27_31,ugpa_3.0_3.25,0,White
3.0,1.0,lsat_31_35,ugpa_2.75_3.0,0,White
3.0,1.0,lsat_43_47,ugpa_3.25_3.5,1,White
5.0,0.0,lsat_35_39,ugpa_2.75_3.0,1,White
3.0,1.0,lsat_35_39,ugpa_2.5_2.75,0,White
2.0,0.0,lsat_15_19,ugpa_2.75_3.0,1,White
3.0,1.0,lsat_27_31,ugpa_2.75_3.0,0,White
4.0,0.0,lsat_35_39,ugpa_3.0_3.25,0,Non-White
3.0,1.0,lsat_31_35,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_39_43,ugpa_3.0_3.25,0,White
1.0,0.0,lsat_35_39,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_31_35,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_43_47,ugpa_2.75_3.0,1,White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_31_35,ugpa_3.75_4.0,0,White
4.0,1.0,lsat_23_27,ugpa_3.25_3.5,0,White
2.0,0.0,lsat_31_35,ugpa_3.5_3.75,0,White
4.0,0.0,lsat_43_47,ugpa_2.75_3.0,1,White
4.0,1.0,lsat_39_43,ugpa_3.25_3.5,0,Non-White
4.0,0.0,lsat_27_31,ugpa_2.75_3.0,0,White
1.0,0.0,lsat_43_47,ugpa_3.75_4.0,0,White
4.0,0.0,lsat_27_31,ugpa_2.25_2.5,0,Non-White
3.0,0.0,lsat_39_43,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_31_35,ugpa_3.0_3.25,0,White
2.0,1.0,lsat_39_43,ugpa_3.5_3.75,0,White
3.0,1.0,lsat_27_31,ugpa_2.5_2.75,0,White
4.0,0.0,lsat_31_35,ugpa_2.25_2.5,0,Non-White
4.0,1.0,lsat_31_35,ugpa_3.5_3.75,0,White
2.0,1.0,lsat_23_27,ugpa_3.25_3.5,0,Non-White
4.0,0.0,lsat_31_35,ugpa_3.5_3.75,0,White
3.0,0.0,lsat_31_35,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_35_39,ugpa_3.5_3.75,0,White
4.0,0.0,lsat_39_43,ugpa_3.0_3.25,0,White
4.0,1.0,lsat_31_35,ugpa_3.5_3.75,0,White
2.0,1.0,lsat_27_31,ugpa_2.75_3.0,0,White
3.0,1.0,lsat_35_39,ugpa_2.25_2.5,0,White
2.0,0.0,lsat_43_47,ugpa_2.0_2.25,1,Non-White
3.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,White
5.0,0.0,lsat_39_43,ugpa_3.75_4.0,0,White
4.0,1.0,lsat_23_27,ugpa_2.25_2.5,0,Non-White
4.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_35_39,ugpa_3.0_3.25,0,White
4.0,0.0,lsat_43_47,ugpa_3.0_3.25,1,Non-White
5.0,1.0,lsat_35_39,ugpa_2.5_2.75,0,White
4.0,1.0,lsat_27_31,ugpa_3.0_3.25,0,White
4.0,0.0,lsat_35_39,ugpa_2.5_2.75,0,White
3.0,1.0,lsat_27_31,ugpa_3.5_3.75,0,White
4.0,1.0,lsat_31_35,ugpa_2.75_3.0,0,White
3.0,0.0,lsat_23_27,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
4.0,0.0,lsat_35_39,ugpa_3.75_4.0,0,White
2.0,0.0,lsat_43_47,ugpa_2.75_3.0,1,Non-White
5.0,0.0,lsat_39_43,ugpa_2.25_2.5,0,Non-White
4.0,1.0,lsat_27_31,ugpa_2.5_2.75,0,White
4.0,0.0,lsat_15_19,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_31_35,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_39_43,ugpa_2.5_2.75,0,White
2.0,0.0,lsat_19_23,ugpa_2.75_3.0,0,White
2.0,0.0,lsat_35_39,ugpa_3.5_3.75,0,White
3.0,1.0,lsat_31_35,ugpa_3.5_3.75,0,White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,0.0,lsat_31_35,ugpa_2.75_3.0,0,White
3.0,1.0,lsat_35_39,ugpa_3.0_3.25,0,White
3.0,1.0,lsat_43_47,ugpa_3.25_3.5,1,White
2.0,0.0,lsat_43_47,ugpa_3.25_3.5,1,White
4.0,1.0,lsat_31_35,ugpa_3.0_3.25,0,White
5.0,0.0,lsat_27_31,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_27_31,ugpa_3.0_3.25,0,White
3.0,1.0,lsat_35_39,ugpa_3.0_3.25,0,Non-White
3.0,1.0,lsat_27_31,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_31_35,ugpa_3.0_3.25,0,White
4.0,0.0,lsat_39_43,ugpa_3.0_3.25,0,Non-White
5.0,1.0,lsat_35_39,ugpa_3.75_4.0,0,White
5.0,1.0,lsat_43_47,ugpa_2.0_2.25,1,Non-White
2.0,0.0,lsat_39_43,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_31_35,ugpa_2.75_3.0,0,Non-White
3.0,0.0,lsat_35_39,ugpa_2.75_3.0,0,White
4.0,0.0,lsat_31_35,ugpa_3.75_4.0,0,White
3.0,1.0,lsat_39_43,ugpa_2.25_2.5,0,White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_23_27,ugpa_3.5_3.75,0,White
2.0,0.0,lsat_39_43,ugpa_3.5_3.75,0,White
4.0,1.0,lsat_19_23,ugpa_3.25_3.5,1,White
3.0,0.0,lsat_31_35,ugpa_3.0_3.25,0,White
4.0,0.0,lsat_31_35,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
3.0,1.0,lsat_35_39,ugpa_3.0_3.25,0,White
3.0,1.0,lsat_31_35,ugpa_2.5_2.75,0,Non-White
5.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_39_43,ugpa_3.0_3.25,0,White
3.0,1.0,lsat_39_43,ugpa_3.0_3.25,0,White
3.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_39_43,ugpa_2.5_2.75,0,White
4.0,0.0,lsat_39_43,ugpa_2.25_2.5,0,White
4.0,1.0,lsat_27_31,ugpa_2.75_3.0,0,White
4.0,1.0,lsat_31_35,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_39_43,ugpa_3.75_4.0,0,White
3.0,0.0,lsat_27_31,ugpa_2.25_2.5,0,White
2.0,1.0,lsat_35_39,ugpa_3.0_3.25,0,White
4.0,1.0,lsat_31_35,ugpa_2.5_2.75,0,White
3.0,1.0,lsat_39_43,ugpa_2.25_2.5,1,White
2.0,1.0,lsat_23_27,ugpa_2.0_2.25,0,White
4.0,0.0,lsat_39_43,ugpa_3.75_4.0,0,White
3.0,1.0,lsat_39_43,ugpa_3.75_4.0,0,Non-White
2.0,1.0,lsat_19_23,ugpa_3.0_3.25,0,Non-White
3.0,0.0,lsat_35_39,ugpa_3.5_3.75,0,White
5.0,1.0,lsat_39_43,ugpa_2.25_2.5,0,Non-White
3.0,0.0,lsat_35_39,ugpa_3.75_4.0,0,Non-White
4.0,1.0,lsat_31_35,ugpa_3.5_3.75,0,White
3.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,Non-White
3.0,1.0,lsat_31_35,ugpa_2.75_3.0,0,White
3.0,0.0,lsat_31_35,ugpa_3.75_4.0,0,White
3.0,0.0,lsat_39_43,ugpa_2.25_2.5,0,White
1.0,1.0,lsat_43_47,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_39_43,ugpa_3.5_3.75,0,White
4.0,1.0,lsat_31_35,ugpa_3.75_4.0,0,Non-White
3.0,0.0,lsat_15_19,ugpa_2.75_3.0,0,Non-White
3.0,1.0,lsat_43_47,ugpa_3.0_3.25,1,White
3.0,1.0,lsat_35_39,ugpa_2.25_2.5,0,White
3.0,1.0,lsat_23_27,ugpa_3.5_3.75,1,White
5.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_23_27,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_19_23,ugpa_2.75_3.0,0,White
5.0,1.0,lsat_39_43,ugpa_2.75_3.0,1,Non-White
4.0,0.0,lsat_31_35,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_19_23,ugpa_3.75_4.0,0,Non-White
3.0,0.0,lsat_39_43,ugpa_3.5_3.75,0,White
4.0,0.0,lsat_43_47,ugpa_2.5_2.75,1,White
3.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_31_35,ugpa_3.25_3.5,0,White
3.0,1.0,lsat_23_27,ugpa_3.25_3.5,0,White
2.0,0.0,lsat_43_47,ugpa_3.25_3.5,1,White
3.0,1.0,lsat_35_39,ugpa_2.75_3.0,0,White
2.0,0.0,lsat_11_15,ugpa_3.0_3.25,1,White
1.0,1.0,lsat_19_23,ugpa_2.75_3.0,0,White
3.0,0.0,lsat_39_43,ugpa_3.25_3.5,0,White
3.0,0.0,lsat_43_47,ugpa_3.25_3.5,0,Non-White
4.0,0.0,lsat_39_43,ugpa_3.75_4.0,0,Non-White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,Non-White
4.0,0.0,lsat_35_39,ugpa_3.5_3.75,0,White
4.0,1.0,lsat_39_43,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,0.0,lsat_35_39,ugpa_3.25_3.5,0,White
4.0,1.0,lsat_39_43,ugpa_2.75_3.0,0,White
5.0,1.0,lsat_43_47,ugpa_2.25_2.5,0,Non-White
3.0,1.0,lsat_39_43,ugpa_2.75_3.0,0,White
